4.637112703996614238e-01,9.996022447950253520e-02,1.727249451159838245e-01,1.531246631028918836e-01,1.625223827370045615e-01,1.576704314015923147e-01,1.104991540519316418e-01,1.023930051267645247e-01,1.018944256810680182e-01,9.499767147663769340e-02,9.944441231919284863e-02,4.242867266871761661e-02,4.810203547418239606e-02,3.423818249311612327e-02,3.046287906910141383e-02,2.633276815185657191e-02,3.369826788142681051e-02,2.977007359520176047e-02,2.953488087865502321e-02,2.701821866594673882e-02,2.732826159724115883e-02,2.313960104085815289e-02,2.097254020647517508e-02,2.209889064513687051e-02,2.441668437609163453e-02,2.118546738744786148e-02,2.390148695324620376e-02,1.982608037373119469e-02,4.637112703996614238e-01
9.996022447950253520e-02,2.792703139265398371e-01,6.718044733551439829e-02,8.841962307655124031e-02,6.900820227598794196e-03,7.402636804167810058e-02,5.013722144138605535e-02,6.193091773736481009e-02,4.726514064627696660e-02,4.289632370579066906e-02,4.989888207164701328e-02,6.232717531783477094e-02,4.833388817797835274e-02,3.267622580383307967e-02,2.452020835404499985e-02,3.373594745727620525e-02,1.981073382688664994e-02,2.123522099082180911e-02,2.070854421230149817e-02,1.615014916960278227e-02,1.955546090260606648e-02,1.073788926152153926e-02,1.472147011637144239e-02,1.745101025808940692e-02,1.629362925858466107e-02,1.533193542885234913e-02,1.032075979361603453e-02,6.478960747097553714e-03,2.792703139265398371e-01
1.727249451159838245e-01,6.718044733551439829e-02,3.005887616141144636e-01,1.313058464816312942e-01,1.045502027995180716e-01,1.223720602734578444e-01,8.877509091091505267e-02,7.835382975055704691e-02,7.886549927353354861e-02,7.466257936178576082e-02,7.957916204169453167e-02,4.138940882139140881e-02,3.601975003716698792e-02,3.147033526905709117e-02,2.435440070849860875e-02,2.590142858054930719e-02,2.453880553044819959e-02,2.199646115525039428e-02,2.171123756501943183e-02,1.997489426789237146e-02,2.039708939140078697e-02,1.757604822314422569e-02,1.504001174750525284e-02,1.592789330200665432e-02,1.809239850675345082e-02,1.588362673214137322e-02,1.625474757000847439e-02,1.626342503623211602e-02,3.005887616141144636e-01
1.531246631028918836e-01,8.841962307655124031e-02,1.313058464816312942e-01,2.992350860039602600e-01,9.551419870248438471e-02,1.344064545609597872e-01,8.788029219183091101e-02,8.270600135169275946e-02,7.916177719324007933e-02,7.451722769820950942e-02,7.954692024739079548e-02,5.139845111697068092e-02,4.377974339727271069e-02,2.970924924503125578e-02,2.613378474885603292e-02,2.793923767081993997e-02,2.465496537313378519e-02,2.207149196052910975e-02,2.224297635084909741e-02,1.997739517312521057e-02,1.978718956442111071e-02,1.656610571112994076e-02,1.518085594439270991e-02,1.790400062750649099e-02,1.817534063660898591e-02,1.615286350000866636e-02,1.442257637018505047e-02,1.469290032953211519e-02,2.992350860039602600e-01
1.625223827370045615e-01,6.900820227598794196e-03,1.045502027995180716e-01,9.551419870248438471e-02,3.059334569496799938e-01,1.219387506236302016e-01,7.787808132593582178e-02,6.135120389126991203e-02,7.338883421515628169e-02,6.103646013372820284e-02,6.560820428254938996e-02,8.333344582238465248e-03,7.550599551442307468e-03,3.080453446406111392e-02,1.268207949084415066e-02,1.268107985840972660e-02,7.990372153304944186e-03,1.026544254256874650e-02,1.085386668952930539e-02,1.661741348755886236e-02,9.621283414948699972e-03,6.249495851434190390e-03,8.251874538832892556e-03,9.615617615055777057e-03,1.071682766282106188e-02,7.809655756140763266e-03,1.200293505216603815e-02,6.001036115369987392e-03,3.059334569496799938e-01
1.576704314015923147e-01,7.402636804167810058e-02,1.223720602734578444e-01,1.344064545609597872e-01,1.219387506236302016e-01,2.911736742785271392e-01,8.562674308625570219e-02,8.942460755762252078e-02,7.907719150713743428e-02,7.283836144191506434e-02,7.735410246050038185e-02,3.404146468041404500e-02,3.055723670949459306e-02,3.135353150255882487e-02,2.205453651622624189e-02,2.535997803727279426e-02,2.263420658279847661e-02,2.028738702830984453e-02,2.091968920187193756e-02,1.951182001508569228e-02,1.890935358622696308e-02,1.541300780826028449e-02,1.412600476284723780e-02,1.578037090376440202e-02,1.740455288794357305e-02,1.484680906564465712e-02,1.460126431613193235e-02,1.382251599092669363e-02,2.911736742785271392e-01
1.104991540519316418e-01,5.013722144138605535e-02,8.877509091091505267e-02,8.788029219183091101e-02,7.787808132593582178e-02,8.562674308625570219e-02,2.070611718501317589e-01,6.034159154982247225e-02,1.076362961429328385e-01,9.758025652976141939e-02,9.610837073594288849e-02,3.173247610595738427e-02,2.963360187814152030e-02,2.336329980855579580e-02,1.863959876067467977e-02,1.945935755374620171e-02,1.779495495725568269e-02,1.586162387370337185e-02,1.597564034392463458e-02,1.471148838520142804e-02,1.474859882725603442e-02,1.245510820382651242e-02,1.101281554318986680e-02,1.288254592517532222e-02,1.289695303642912454e-02,1.160132907334255996e-02,1.096663361920753588e-02,1.126757040978545316e-02,2.070611718501317589e-01
1.023930051267645247e-01,6.193091773736481009e-02,7.835382975055704691e-02,8.270600135169275946e-02,6.135120389126991203e-02,8.942460755762252078e-02,6.034159154982247225e-02,1.967422507964680656e-01,5.442337899476743651e-02,5.069792767805268718e-02,5.510795756669764622e-02,4.219833583089428741e-02,4.028553734347680576e-02,2.226219556130364444e-02,2.005933219810598564e-02,1.974514298118483849e-02,1.726397684063250490e-02,1.593091773736482128e-02,1.605085356388116086e-02,1.403295685984076897e-02,1.452946407479731479e-02,1.200473366088928955e-02,1.082850740101951557e-02,1.269247165503924885e-02,1.273036283191490703e-02,1.154228691457429533e-02,1.014596275274693739e-02,1.018997576621005242e-02,1.967422507964680656e-01
1.018944256810680182e-01,4.726514064627696660e-02,7.886549927353354861e-02,7.916177719324007933e-02,7.338883421515628169e-02,7.907719150713743428e-02,1.076362961429328385e-01,5.442337899476743651e-02,1.810112869081897946e-01,9.166634896110280317e-02,9.077674176374928017e-02,2.761718820543176273e-02,2.523630088571446675e-02,1.954068896199663910e-02,1.668534471357703206e-02,1.749149901997714210e-02,1.520094344871365626e-02,1.415333230573064850e-02,1.364273538105970074e-02,1.334839835352511980e-02,1.290479321928159756e-02,1.068575514660211750e-02,9.779619355291804469e-03,1.151202979196518095e-02,1.167698191267262098e-02,1.033020340148649817e-02,9.888274658132091208e-03,9.483655188831114496e-03,1.810112869081897946e-01
9.499767147663769340e-02,4.289632370579066906e-02,7.466257936178576082e-02,7.451722769820950942e-02,6.103646013372820284e-02,7.283836144191506434e-02,9.758025652976141939e-02,5.069792767805268718e-02,9.166634896110280317e-02,1.668716557689097768e-01,7.928858093237614590e-02,2.552959450129195160e-02,2.279454361215720731e-02,1.924081929728393633e-02,1.526070796960606740e-02,1.671545408029711730e-02,1.528249557872424745e-02,1.352161750743111762e-02,1.367210049589430258e-02,1.246583783517557151e-02,1.231889733975554714e-02,1.054140858790061745e-02,9.330085744019308083e-03,1.093534038122843596e-02,1.104349769199828787e-02,9.917362502656413767e-03,9.464937618740553241e-03,9.314666231303635191e-03,1.668716557689097768e-01
