7.482305035958779493e-01,6.036991705092550342e-01,2.349909992475977538e-01,2.214171975448554486e-01,1.614409798618851866e-01,1.458529704721893416e-01,1.115011432883915160e-01,1.466002006245090139e-01,1.043349654662568404e-01,5.931681755064732026e-02,2.385702056382559694e-02,7.139422729195304268e-03,2.416905173233725723e-02,1.420206210070266810e-02,2.271263189621506445e-02,2.450249026779721673e-02,1.663374911294697792e-02,2.776996731131833873e-02,2.249851432544119206e-02,1.094922888150903252e-02,1.577971535149337926e-02,2.327549034613906817e-02,1.467316959659125883e-02,1.000287344923903379e-02,1.511839179386535205e-02,1.366809344398536505e-02,2.078985139127690479e-02,1.550872365842978322e-02,8.984242773084741979e-03,1.327492445850007689e-02,6.884394643015226412e-03,1.170134030860456309e-02,9.487892100812201843e-03,4.358928985864596317e-03,1.235497839650403530e-02,7.482305035958779493e-01
6.036991705092550342e-01,6.550758634061383257e-01,2.373432660808726946e-01,2.110528710489359694e-01,1.580869267289870539e-01,1.232528383775953196e-01,1.175551806848719877e-01,1.429229544199018542e-01,1.062956986371305229e-01,5.314104461848428301e-02,2.166131396519597671e-02,1.589802933032070931e-02,2.353342140517627676e-02,1.385273129795681034e-02,2.203545722876130986e-02,1.902433354163763843e-02,2.819361751180346487e-02,2.545281053539665689e-02,1.540093775791322520e-02,1.070348866217335493e-02,1.758768300554909916e-02,2.422449083118248178e-02,1.838116865543538286e-02,9.706523273051079898e-03,1.477025455746434207e-02,1.331807119590869976e-02,2.022298694856329571e-02,1.507140918116914481e-02,7.577788093605541085e-03,1.828506872977563383e-02,6.709247699358340984e-03,1.141646757614190634e-02,8.355617445644218655e-03,4.236394995454789009e-03,1.201668053691366464e-02,6.550758634061383257e-01
2.349909992475977538e-01,2.373432660808726946e-01,3.291261336109007063e-01,2.250433234401042759e-01,1.497393788893662814e-01,6.663787363922185625e-02,1.354092512356073197e-01,1.494946127299212058e-01,6.229710606861372374e-02,3.785900527533276466e-02,1.418981364055690690e-02,3.131991623545904435e-02,1.464145365778640913e-02,8.609989756292301538e-03,1.398575769687857538e-02,1.563050035157251272e-02,3.803848747146059556e-02,1.760326521996840449e-02,1.407205665935717422e-02,6.649218171789131673e-03,1.462222489239628845e-02,1.723028259677979179e-02,1.887824650868948420e-02,6.157894131466409501e-03,9.256790218142661036e-03,8.400212925650726858e-03,1.315935979801191591e-02,9.428071104374505240e-03,5.526472840565196595e-03,2.213905878749419798e-02,4.090966481869304575e-03,7.175995248299884242e-03,5.777953153678861038e-03,2.675040098890291845e-03,7.669119241547251234e-03,3.291261336109007063e-01
2.214171975448554486e-01,2.110528710489359694e-01,2.250433234401042759e-01,2.746741113890331376e-01,1.418717709365859558e-01,5.923262859395996699e-02,8.207945850479622663e-02,1.332962656442524263e-01,5.625182972348749533e-02,3.197909411749701863e-02,1.230386357480704219e-02,9.725639541383408054e-03,1.269953219003981844e-02,7.630933350004118036e-03,1.211333197253965620e-02,1.290092113029931570e-02,1.843459378256310024e-02,1.478733764726441156e-02,1.211894310627578339e-02,5.729392838342913137e-03,1.133547243836352178e-02,1.395850322675585078e-02,1.221196994157638070e-02,5.344921796106293609e-03,7.970309535050868269e-03,7.286895396635760525e-03,1.107455060388749801e-02,8.225024824533674894e-03,4.808228515525922626e-03,1.238204902997134572e-02,3.582024304764341426e-03,6.216225227846053358e-03,5.035612507627026425e-03,2.338341892585087296e-03,6.675026643144647484e-03,2.746741113890331376e-01
1.614409798618851866e-01,1.580869267289870539e-01,1.497393788893662814e-01,1.418717709365859558e-01,2.009987346111433426e-01,4.412181800425741401e-02,6.013567540281135326e-02,8.850117744359578542e-02,4.255954118058517116e-02,2.520798949933804323e-02,9.599626373674136764e-03,1.508270827590038263e-02,9.977196681756053329e-03,5.923367948110957494e-03,9.473157730072340535e-03,9.839988684881296674e-03,2.042821176411037387e-02,1.140901258819028430e-02,9.422336498257875836e-03,4.585857502073182983e-03,8.947140694659344931e-03,1.126351273500717648e-02,1.082770462078866229e-02,4.205548850974807906e-03,6.304217133852862802e-03,5.720950071347280334e-03,8.745098722698525784e-03,6.449599002316824987e-03,3.673012473871323496e-03,1.239941199050055044e-02,2.791784606569911766e-03,4.846373249608889287e-03,3.949538473412071531e-03,1.783599693806056955e-03,5.227354139223329074e-03,2.009987346111433426e-01
1.458529704721893416e-01,1.232528383775953196e-01,6.663787363922185625e-02,5.923262859395996699e-02,4.412181800425741401e-02,1.631016724043092836e-01,3.511813244698968467e-02,3.972396778022802694e-02,2.588794915492978119e-02,1.679343457073438628e-02,7.094898588786420317e-03,5.347141555124643869e-03,6.124021541748798925e-03,3.621590343138415737e-03,5.927458999651577694e-03,6.951201432358635607e-03,9.336147289006391237e-03,7.338591910436451267e-03,6.441082151892891378e-03,2.723375420110659036e-03,5.271332257327327950e-03,6.526859786542703670e-03,5.779923224105532054e-03,2.595674796534528511e-03,3.974992990610150441e-03,3.570041996194328777e-03,5.508887629751087721e-03,3.917671623919942794e-03,2.397444005385195639e-03,5.532539450193842655e-03,1.853232628747614316e-03,2.926967656404439854e-03,2.556827641798041159e-03,1.140305847561943033e-03,3.182925901184296535e-03,1.631016724043092836e-01
1.115011432883915160e-01,1.175551806848719877e-01,1.354092512356073197e-01,8.207945850479622663e-02,6.013567540281135326e-02,3.511813244698968467e-02,1.887594169092011720e-01,5.122011345542297478e-02,3.238203937168735586e-02,1.948304166669318979e-02,7.084244294264469520e-03,3.256763207873467764e-02,7.649429512603259443e-03,4.519541858421103481e-03,7.307282058571917295e-03,8.973193366945185143e-03,3.366585853902168135e-02,1.001435638062568405e-02,7.720631918692526935e-03,3.481951312283117824e-03,9.095211517187564224e-03,1.051198848767669752e-02,1.372658093871364365e-02,3.140325186080560049e-03,4.846101610371785461e-03,4.429851521224726849e-03,7.374972361393583066e-03,4.969900506724064804e-03,2.886465971769231007e-03,1.760313077226519432e-02,2.163773897201220348e-03,3.745150526221724657e-03,3.137743241412737586e-03,1.395827823264027137e-03,3.898780349703195348e-03,1.887594169092011720e-01
1.466002006245090139e-01,1.429229544199018542e-01,1.494946127299212058e-01,1.332962656442524263e-01,8.850117744359578542e-02,3.972396778022802694e-02,5.122011345542297478e-02,1.758085086716134615e-01,3.775250348757341889e-02,1.644495161166797254e-02,7.041948144365970698e-03,9.287617155807899316e-03,8.924106236119097590e-03,5.260206023928792884e-03,8.457531548510257083e-03,8.596248652257809306e-03,1.477351697214026281e-02,1.001334390710557042e-02,7.573524180732219870e-03,3.991088301366205703e-03,7.437303962901478313e-03,9.676972216651025943e-03,8.325317323469121761e-03,3.724401678636097852e-03,5.668570343707816060e-03,5.173001597326517230e-03,7.783311986696503371e-03,5.802323857759202931e-03,3.349731599580628091e-03,9.316457560062397711e-03,2.516430222728589534e-03,4.405074730204067493e-03,3.504947357193875183e-03,1.599249942055783712e-03,4.695248543536262829e-03,1.758085086716134615e-01
1.043349654662568404e-01,1.062956986371305229e-01,6.229710606861372374e-02,5.625182972348749533e-02,4.255954118058517116e-02,2.588794915492978119e-02,3.238203937168735586e-02,3.775250348757341889e-02,1.275173137362068387e-01,1.414931744358305377e-02,5.640577783132759079e-03,8.654338291537803582e-03,5.820161500995670208e-03,3.447178746103183970e-03,5.370082723421844978e-03,5.418132686251720363e-03,1.183501973922764829e-02,6.417866600527908152e-03,5.246086271260763483e-03,2.463973667830145729e-03,5.087196524369924644e-03,6.509581884764512050e-03,6.009927574503947864e-03,2.348974236461615680e-03,3.544356997219314312e-03,3.222365723347191645e-03,4.848008572692866225e-03,3.848271914585999712e-03,2.143936001400626942e-03,6.874020219222412575e-03,1.613441034321436499e-03,2.792462332747331754e-03,2.167892387048618672e-03,1.025377755791035718e-03,2.968506509035862603e-03,1.275173137362068387e-01
5.931681755064732026e-02,5.314104461848428301e-02,3.785900527533276466e-02,3.197909411749701863e-02,2.520798949933804323e-02,1.679343457073438628e-02,1.948304166669318979e-02,1.644495161166797254e-02,1.414931744358305377e-02,8.432885089446795490e-02,3.958744025336137853e-03,8.734331931118787667e-03,3.482187281721409958e-03,2.105761085180203867e-03,3.175657493718767391e-03,4.165008752710109077e-03,1.091412431181708505e-02,4.526209366968190866e-03,1.281658400675535388e-02,1.549641483400910919e-03,3.804038620228964145e-03,4.586856256439907770e-03,5.228852270773415821e-03,1.464138231818878574e-03,2.165354343671640602e-03,2.003418944728428165e-03,2.897937927833170273e-03,2.222148894871708164e-03,1.334198642409652148e-03,5.963208369552813054e-03,9.531079995680991025e-04,1.717451423825322758e-03,1.348828747583755150e-03,6.245946401748132424e-04,1.777533084177410679e-03,8.432885089446795490e-02
