3.748982936938627386e-01,9.708472387589575647e-02,1.415733124487600358e-01,1.188068723766906865e-01,1.405179833063088524e-01,1.185915982105669869e-01,8.675045442230334969e-02,8.525609814285811661e-02,8.855392555192485859e-02,8.091121297186559813e-02,7.350116313073566665e-02,4.011995145118323058e-02,4.077554592337633704e-02,4.051972564361986523e-02,2.080775615898129011e-02,1.932080501151417842e-02,2.814067790401005020e-02,2.684764383495268775e-02,1.903807579610083608e-02,2.762872188305682403e-02,2.209604657654246421e-02,2.042451144092325560e-02,2.534014079755015150e-02,1.907011082290130388e-02,2.201432164832270791e-02,2.051700699965816610e-02,2.275036693088687556e-02,1.834509930604935266e-02,2.846833584290122121e-01
9.708472387589575647e-02,2.989290146393697167e-01,6.798514145526238228e-02,8.136416696070922216e-02,9.160959385619820566e-03,6.603204238356294442e-02,4.808334186295742246e-02,6.157946917039921336e-02,4.911401397725810580e-02,4.492332922008075713e-02,4.246463524207064882e-02,7.144624482890384043e-02,4.997210782779089311e-02,4.709157575554064057e-02,1.983075372522651730e-02,2.854555254933084651e-02,2.050736464491743211e-02,2.301222464909909171e-02,1.581713971313098571e-02,1.894330925501886212e-02,1.905376920774517688e-02,1.214594243168194178e-02,2.118333742535754780e-02,1.798360448730334377e-02,1.746844557934179587e-02,1.756632649807563645e-02,1.138808568375830783e-02,8.062447327126055774e-03,1.840085040855054255e-01
1.415733124487600358e-01,6.798514145526238228e-02,2.577889116178307960e-01,1.060920350660039813e-01,9.278416341356085506e-02,9.652377024128777627e-02,7.340740881199445123e-02,6.844596440564237882e-02,7.139669281311429583e-02,6.610167156333440763e-02,6.225629809434119616e-02,3.995001805330410105e-02,3.182659189131153282e-02,3.855334277636794649e-02,1.716399426857461927e-02,1.988669493606935734e-02,2.160060481691314371e-02,2.061767929193925042e-02,1.505971854597127485e-02,2.153279910384016393e-02,1.728011286221796047e-02,1.615988453681503623e-02,1.922734172240918304e-02,1.423335607654248498e-02,1.686536218333421419e-02,1.609936312251354640e-02,1.647951662334366796e-02,1.557766408188476434e-02,1.811250346025505553e-01
1.188068723766906865e-01,8.136416696070922216e-02,1.060920350660039813e-01,2.436167641966579256e-01,7.917807301467627568e-02,1.002427296810343288e-01,6.892662383247334656e-02,6.821463754010195779e-02,6.795485121630275016e-02,6.303795916092490292e-02,5.864587495174280324e-02,4.676758689054930779e-02,3.712070987540878886e-02,3.543184308946087380e-02,1.783816740728986355e-02,2.052266166413166740e-02,2.070323299333446179e-02,1.998893918657485003e-02,1.485736336182685510e-02,2.034296259237456175e-02,1.626227405078848470e-02,1.471231158995254390e-02,1.872125609192954246e-02,1.535411950598666690e-02,1.633753679323756910e-02,1.556508684558671925e-02,1.393473391783593696e-02,1.339642320652088825e-02,1.694965644171435581e-01
1.405179833063088524e-01,9.160959385619820566e-03,9.278416341356085506e-02,7.917807301467627568e-02,2.784087570427321023e-01,9.494368974128108984e-02,6.501797199177912490e-02,5.395440618947353051e-02,6.626272377276251624e-02,5.502674563261641255e-02,5.057874743440399223e-02,8.539200286741654988e-03,6.908966974125814627e-03,3.865923194997736984e-02,8.986602441690987389e-03,1.001286283724775461e-02,7.780184409649809618e-03,1.007321967441448737e-02,8.024040081281179349e-03,1.760731051199782363e-02,8.500803521424642531e-03,6.452705443355083968e-03,1.090148869165705886e-02,9.015620400681939248e-03,1.054465020092327891e-02,7.879727169387572977e-03,1.223089863702517439e-02,6.409537976652278021e-03,1.961290665564295876e-01
1.185915982105669869e-01,6.603204238356294442e-02,9.652377024128777627e-02,1.002427296810343288e-01,9.494368974128108984e-02,2.288089679570221857e-01,6.570479656948298441e-02,7.173279094390276611e-02,6.629513327525145272e-02,5.981391767570690826e-02,5.599713258278542216e-02,2.948284574756859788e-02,2.488305863828364425e-02,3.507205749828193331e-02,1.465023619840041466e-02,1.806936960243187354e-02,1.808612795322587369e-02,1.791621963912207877e-02,1.359549813436844619e-02,1.941164054202278166e-02,1.499037286068612314e-02,1.337472678815992619e-02,1.677559899994360282e-02,1.307747571378865825e-02,1.521832704595081805e-02,1.377850415086005406e-02,1.398220184270857445e-02,1.211162481089460979e-02,1.620407817326878219e-01
8.675045442230334969e-02,4.808334186295742246e-02,7.340740881199445123e-02,6.892662383247334656e-02,6.501797199177912490e-02,6.570479656948298441e-02,1.730184270309498840e-01,5.105292155878336791e-02,9.172099980856077139e-02,8.271885202383941205e-02,7.393890391237065152e-02,2.926897941297911671e-02,2.590904059661417597e-02,2.760430923495012234e-02,1.340754823645829222e-02,1.481185769523552832e-02,1.520601005225396748e-02,1.461772142915264069e-02,1.103557277569973231e-02,1.532920285204841977e-02,1.248223706780760174e-02,1.136088162086612043e-02,1.367021803856819165e-02,1.142829170212993246e-02,1.208539901571188332e-02,1.131462604871845586e-02,1.113733216012096489e-02,1.051168055483276027e-02,1.166056778156817075e-01
8.525609814285811661e-02,6.157946917039921336e-02,6.844596440564237882e-02,6.821463754010195779e-02,5.395440618947353051e-02,7.173279094390276611e-02,5.105292155878336791e-02,1.731151360682346430e-01,5.032078301137440229e-02,4.594148872411198820e-02,4.419917041673050717e-02,4.026369452672168975e-02,3.637865875836628071e-02,2.809069232036314617e-02,1.492710872675119885e-02,1.587812180957785813e-02,1.558682553643923017e-02,1.554377076856770963e-02,1.149523732084998737e-02,1.537448472663778196e-02,1.287630877836575677e-02,1.160190962319417041e-02,1.421410292373789450e-02,1.180920343643209261e-02,1.265860763554733058e-02,1.191188727481962140e-02,1.080439343683131485e-02,9.851976348118390153e-03,1.189779239955398721e-01
8.855392555192485859e-02,4.911401397725810580e-02,7.139669281311429583e-02,6.795485121630275016e-02,6.626272377276251624e-02,6.629513327525145272e-02,9.172099980856077139e-02,5.032078301137440229e-02,1.654989455467149595e-01,8.434996900595626013e-02,7.390004741905141505e-02,2.832048210628725776e-02,2.428302257734051353e-02,2.546943634552745195e-02,1.297896771092689125e-02,1.439241292314349940e-02,1.437639061865336743e-02,1.420371121088247202e-02,1.034071435561010124e-02,1.495455918103285459e-02,1.200120936772695879e-02,1.067234489029192379e-02,1.342244420515132861e-02,1.090828218027998370e-02,1.190844351719492870e-02,1.118020706391173458e-02,1.086068955484255881e-02,9.758184129957093306e-03,1.136488727653387210e-01
8.091121297186559813e-02,4.492332922008075713e-02,6.610167156333440763e-02,6.303795916092490292e-02,5.502674563261641255e-02,5.981391767570690826e-02,8.271885202383941205e-02,4.594148872411198820e-02,8.434996900595626013e-02,1.534528491148002827e-01,6.490467399327928821e-02,2.618153898540927921e-02,2.181340161555665735e-02,2.505079911032399159e-02,1.185572394499246826e-02,1.358750077024346511e-02,1.392770356872776588e-02,1.341355666593449861e-02,1.021397387619531021e-02,1.398734728523599175e-02,1.138070237598988281e-02,1.041152167359424806e-02,1.256898628914572373e-02,1.033720992324359614e-02,1.128438692045328345e-02,1.046698034339612303e-02,1.013615137338691810e-02,9.555277038647513183e-03,9.745871772153059942e-02
