,KRAS (M),TP53 (M),SMAD4/18q (Del),MYC/8q (Amp),TP53/17p (Del),SMAD4 (M),KRAS/12p (Amp),SETD2/3p (Del),MEN1/11q (Del),RNF43 (M),MEN1 (M),GNAS (M),DAXX (M),KMT2C (M),ATM (M),RBM10 (M),BRCA2 (M),ATRX (M),PIK3CA (M),SETD2 (M),TGFBR1 (M),RB1 (M),SMARCA4 (M),SMAD3 (M),MAP2K4 (M),TSC2 (M),BCOR (M),STK11 (M),U2AF1 (M),SF3B1 (M),PTPRT (M),Seeding
0,0.31676689211169906,1.1925294152223351,0.3022133977498402,0.3200139528534579,0.03685085707444702,0.4030605938725564,0.6913717768329806,1.027821081149761,1.0694222347821276,-0.0009877530940559194,0.3503841114679536,0.8162678385830368,0.010919820213727515,-0.0017473388127980695,0.2431019058341824,0.007755554303258009,-0.36640484608502916,0.7718688365111326,-0.01517711355905494,-0.25761504281707615,-0.002485620312616909,0.0005274841787270318,-0.05253312043832387,0.052947131039900334,0.18895624485013296,-0.5623652487374953,-0.2759531511170761,-0.3192891641805954,0.028548456865939424,-0.2132975016775378,0.433886852408429,2.668597027514821
1,0.9656037101135875,-0.0006329328391366357,0.00024166711667911915,-0.00030265792211851025,4.701636462628808e-05,0.019711242017894953,0.9650721934143978,0.743735578908265,0.0068944169660889645,-0.03453330207103348,0.001981878037684611,0.0008244887541812589,-0.024877092130837906,0.0006864916380635822,0.00245794152011932,0.0,0.000756262511937004,0.000564692976190303,0.0,0.00294809265443066,0.0,0.0006420716558149067,-0.0015189546977452447,-9.309923251040657e-08,0.0013038486150235282,0.0006130347902678036,0.0,-0.00073388021760236,-0.0011577394559960812,-0.00014662359774669114,0.001456655098111773,2.403078699374406
2,3.645754204804772,-1.5524486776617943,0.4369164273370273,0.1841932156376583,0.36625533887548695,0.18168200401082463,-1.6577128182461813,-2.509443601215391,-1.8411793849110092,-0.1406446437843078,-2.8848073267649625,-1.08484843926484,-1.9624975348218745,-0.003830271379196898,-0.002904814358381572,0.0022954787883966593,-0.7646754466096987,-0.950937554682881,0.025886538948473224,-1.664032310253163,-0.00345047726529329,-0.009328500667374244,0.00035311365138669665,-0.20960162036724203,0.008620378153183072,-1.34714178989208,-0.6163898726921466,0.001297019557059835,0.0015575085360903644,-0.00012257059603124672,-1.1140208870480788,-1.1579663747178375
3,2.670692894192184,0.4089692823417617,-0.06491600692140563,0.5876705133346211,-0.05392475285757902,-0.18399862232993433,0.42265201037089023,-0.009221474963545414,-0.0022702581397309584,-0.36904787387572296,-0.7265211856061788,-1.159791232186889,0.7017395001261421,0.001183098864273458,-1.7472309309533487,-0.8048069048661872,-1.3905785676253655,0.04316472582773148,-0.38716652429543275,-0.5886406675238051,-0.6354833287690298,0.22525100324269007,0.0009349721784289481,-0.16664882605681675,-5.3719391892021986e-05,0.24038771277578377,0.0021506158081892788,-0.941847883478547,-0.0007858267343823377,-0.47653998730863684,0.2355653504066037,-0.0031321647798681065
4,0.1468254026608853,0.42977730321433805,0.9801284666867892,1.4080366028837994,1.1327570173722097,0.13701655768418392,-0.020291130294653587,-0.8398417688346743,0.9693880141727893,0.0024997070716018515,-1.1838458381500057,-0.1731563691472558,-0.37491774961469204,0.0035247531779300525,0.04261454961413689,-0.004197677973411702,0.002034142332392837,-0.055542906531591885,-0.15686529894498044,-1.502834534001904,-1.1565638526571747,-0.0021978831788396942,-0.001259911435274497,0.0017689185811168733,0.0005188562860762497,0.00023561355138350675,0.4450884827415321,-0.0030882380512331116,0.003820659973890197,0.19980365385219895,0.3490952772458615,-0.05197375390553621
5,0.20516821475010788,0.009153425969579625,0.2447655836824928,0.7595583687945021,-0.11428165328550192,0.0035483703017534698,-0.16118684786680784,0.615370707573754,-0.004649441558187052,-0.7577914056289241,-0.8086917964700023,-0.1847914401764549,-0.9734050297011325,0.0004278114495317462,-3.179116352984217e-05,-0.00415681166084862,0.46124874701773316,0.0004307694030635553,-0.9027931463904773,0.00040775714795845595,1.0945344094814735,0.2563809249408614,-0.015063863577680388,-0.0006736999016015324,0.0028896078696911283,-0.0013220944937258343,-0.004052533208454324,0.0012185957187440825,-0.006408002713731417,0.0002107896208268677,0.0020430457218486376,-0.001120358975868428
6,0.07177040804859829,1.4327062904094063,3.0991169605487805,0.570984326268545,-1.1033598851233282,0.24993326003955918,0.013600544933443474,-0.33815325893481796,-0.020833150409806944,0.0006281446071000425,0.46752704577081117,-0.1612463332611281,-0.0014492120557424411,-0.002160026173553947,-0.04204959886473685,-0.04845331885376679,-0.0021708308463379124,-4.006204361291872e-05,0.20881079130323255,0.0027626782476719365,1.5101733080523454,0.25273454724942146,-0.0002786878410932975,0.0014964846379217109,0.003912660891159475,0.06242817126183632,0.000636678260075964,0.1402140759954642,-0.0016820367955512657,-0.504031312178508,-0.0009307287618743088,0.014933347652133697
7,0.6776870330330144,0.27355807015468286,0.8413913984958916,0.052376101540892735,-0.0071881041690263145,0.349075585268283,-0.3518764744318315,0.08371093166845316,-0.263055179101195,-0.0037086163600932674,-1.3388644954510507,-0.011516383723219151,-0.004664684992498943,0.00012859823666453753,-0.0008096421943271543,-0.0038543656363771925,0.003535224222054605,-0.02328004940199589,0.003186297158723086,0.8120733780878885,-0.0005753566289089288,-0.000606237703181128,0.001569998045329081,0.003857825088178006,0.003073344881913302,0.0015981937198097235,-0.011723412546690924,-0.5759617397073354,-0.001869084038329138,-0.0008675873518121449,-0.9064112254846105,-0.7806665809210729
8,-0.6653960174288501,0.5564568556906632,0.4130772443578833,1.874586783209148,0.9068419576481658,-0.07889867040102275,-0.0978376155689969,-0.7894109050601925,-0.38215033599959175,-0.34398903298326977,2.4714330569929204,-0.00036149201113566226,-0.10126390077958311,-0.002164702493336897,-0.2508200914813714,0.002827895070807371,0.0011984919881732694,0.41578807981956456,-0.288031253613944,-0.9363643090442945,0.0033968927096161955,-0.00402020637918366,0.0037952481379977957,-0.0009673646847267061,-0.0026459249219779185,-0.0014540603258600526,-0.22978761707914075,-0.6239784790006675,-0.0009627881446604996,-0.002343714310642885,-0.034001935689196024,0.007649221522308312
9,-0.6792032805997353,0.5319629520647076,2.5736434789647453,-0.00048581876051910413,1.761317082312237,-1.0300687272457885,0.5412220949129848,-1.0682007276851624,1.4214102457339084,-0.17580103345538461,1.2441489054575405,-0.0029021861698283486,0.6918921643762986,-0.6120014560617378,-0.0006640143059837754,-0.00409352738220539,-0.0010293199362120774,0.06815769316952065,-0.20400536196285107,-0.331305640106108,1.530168318154924,-0.1025938892210887,-0.0006100408037984015,-0.0038397336196311304,-0.0009822247781238404,0.000719331615479803,0.06455876884241019,-0.018210384743490828,0.1427338941293936,0.18060948778124103,-0.3208709196754917,-0.006083268829399402
