,KRAS (M),TP53 (M),SMAD4/18q (Del),MYC/8q (Amp),TP53/17p (Del),SMAD4 (M),KRAS/12p (Amp),MEN1/11q (Del),RNF43 (M),MEN1 (M),GNAS (M),DAXX (M),KMT2C (M),ATM (M),RBM10 (M),BRCA2 (M),ATRX (M),PIK3CA (M),SETD2 (M),TGFBR1 (M),RB1 (M),SMARCA4 (M),SMAD3 (M),MAP2K4 (M),TSC2 (M),BCOR (M),STK11 (M),U2AF1 (M),SF3B1 (M),PTPRT (M),Seeding
0,0.5155470711433523,1.334042768474405,0.5346833920278913,0.6954920708632123,-0.17746253206221285,0.4009926087670095,0.7156408602813433,2.492039543619034,0.27250858476892176,0.26611284477357344,0.887973834979433,-0.008213419976178991,-0.012158957737811008,0.2902083796366769,-0.0029402290839532115,-0.24955325015676263,0.9723880045623902,-0.09031657836756922,-0.008986871579268954,-0.009396645484236781,-0.0005336192055446166,-0.00230334282428117,0.0018333208000845757,0.04055296587421347,-0.012032349607593832,-0.1423407441631457,-0.6122543752666405,0.0011457003288271588,0.004033283752111459,0.49757641984763973,1.8865234843430019
1,-0.2862486517230597,-0.07327852466157121,0.005004789068628239,0.020439059189157893,0.5323393710435548,0.480714884487938,0.920831837555027,0.01754400381101428,-0.24923344429378977,0.004740514539297614,-0.0035716138598907415,0.00028510593367479683,0.001348188619854336,0.0008276749597096072,0.002972925526378118,-0.0022203639352742495,0.0033847976032424895,-0.000871081718298902,0.001087860913258867,0.001290607284923469,-0.008410712131564451,0.00014159243451615663,0.0019732377744481715,0.017831764742144866,-0.0014152734980564052,0.007489284455584627,-9.558787618263226e-05,0.0020036405495328963,0.0018797023508792122,0.0030911498810050004,3.6771475663522315
2,3.338125496670306,-1.3717193688219707,0.2738843581618783,-0.03171074027522403,0.5362707559726677,0.08335960947424834,-0.562850176034356,-1.2397712042222364,0.0007746430785627867,-2.314842463356502,-0.7268673832778404,-1.852120355058274,-0.0008314796953571145,-0.00024972308317699815,0.05126587216284005,-0.04134266794298663,-0.9831453754859392,-0.001049797198341926,-1.3057844462225927,-0.0013977404281379979,-0.004138215974680456,0.000799703002137282,-0.0003223669899734342,-0.0008342211212921007,-0.8188874612737553,-1.1516817219234947,-2.7241911400970894e-05,0.004049574747194856,0.0016921818305271107,-0.43561311750214576,-0.7946846989314498
3,3.0008443211636,0.10936493783103712,-0.10722389517838378,0.9960322093900362,-0.018551346262453736,-0.39207310953620167,0.03773283509309904,0.0952985632250497,-0.014823459528698135,-0.28213386578764527,-0.9642398870140179,0.03784802814187109,0.0005003496027572837,-1.4804388326532072,-1.2769953229644382,-1.2294586530693,0.001273240105865555,-0.03064989206957821,-0.06349564041918787,-0.36030167780121286,0.332630170773662,0.38800746923722945,-0.34808867475604655,0.002189420312091541,0.012738931855074995,0.0007296290314934904,-1.2873864236933898,0.002129450939857165,-0.404408382759829,0.3452612412459977,-0.2829788004671567
4,0.5101067968122917,1.095115226886016,0.6465856476884921,0.07374827161060685,0.28043306927703576,-0.03307292983541077,0.01454972687450112,-0.0824493334817418,-0.005206449916343139,-1.1150622842908706,-0.0005816491865024245,-0.0633786537979806,-0.0025972130354729034,-0.0004827577509331825,-0.007047877432769975,-0.00013259305317079619,-0.002112048845188401,-0.0038637304886399246,-0.6506182974542303,-0.08915978676876021,0.0019120930774741834,-0.00119512212561513,-0.0006466024382730776,-0.0013994690408827733,0.00557757178175778,-0.0015134021837150268,-0.0012203954680393078,0.0031157106187537395,-5.2686161921042536e-05,-0.00024037694869289273,0.02757158721954873
5,0.05021073406765886,0.02039171541148174,1.7385848953076166,0.4010846210426969,0.01517064044018966,0.00034530434483360985,1.2734487462557027,-0.03888894657347784,-0.013850192787101317,-0.4306678390259416,-0.0006760148015068629,-1.3093499143688747,-0.0005017629562945511,0.00024183056078529101,-0.15553060982524558,0.013115358851278293,-0.00048272414390649487,-0.006948053341212902,-0.0030168863322537166,0.13995627501396424,0.1039378521790037,-0.06883718778702537,-0.008550934510346773,0.002754540602395616,0.0004934735817057142,-0.00012736910946693232,-0.0008380940234889774,-0.005330010361677933,-0.002165143626457098,0.00034653338401653005,0.3573358627256103
6,-0.001877981808329468,1.1938003377397504,3.466208400364463,0.0038478700685600107,-0.8007676593475773,0.03763529250873505,-0.005396797290079227,-0.003263853800445064,0.00039752817960782066,0.0013419798923788465,0.0007395923903350558,-0.005853142455101184,-0.002469248380138989,-0.004621670354969411,-0.42115390541962866,-0.0013769302925846407,-0.0028110983359037047,0.1172790187293102,-0.0025462014018699016,0.7601227384992747,0.3049301109099013,-0.001490818176294372,-0.00031559344327654256,-0.002078981596396019,0.00165003041276186,0.0005794501653876068,0.1534301145711811,-0.0012635137876729583,0.001285660144652452,-0.01360528973778485,-0.09916888807784187
7,1.2580171252566383,0.12142758769330435,1.036735488509838,-0.00721804016346311,-0.005863595484960468,-0.1203036594110595,-0.002888391106330683,-0.12861801979753057,-0.0010173186883525652,-0.661776985329677,-0.0015556282584024976,-0.00365479072059381,-0.0019673818056271373,-0.01056003946083681,-0.0002169514294504439,0.003831423429996103,-0.0012307951537945242,-0.0006123578000134179,0.4308456705085181,-0.024758257664323956,-0.004527013017157313,-0.001962759136563152,0.0021536141952881557,0.0027670837145941617,0.0007216824035478904,-0.0015777441438850316,-0.21301749044573698,-0.0012857082687489248,-2.1120302998778724e-05,-0.06904601141701977,-0.8569343125457677
8,-0.05362892364463298,0.5662766363654282,1.1142296988365492,1.0614051681547547,0.5363422237844029,-0.10520528157185172,-0.38914764662828966,-0.6447517183363234,-0.029550133205011826,1.5686941030243005,0.0010747071118328648,1.7128115400499653,-0.131958560080135,-0.06412830488974777,0.0003542350030800584,-0.36779974976922813,2.0081103491525094,-0.030695537607872397,-0.00508007732840243,0.03424029088133418,0.001094131884928621,0.00012943148305947401,-0.11163137377984343,-0.17713187133299857,-7.771754137461873e-05,-0.0020236324246662297,-0.8443735760289207,-0.0010159538895221372,-0.0004915024221370701,-0.00177918077132744,0.5262460970809929
9,-1.3964126727155741,-0.0019305326102502275,2.1301190284457223,-0.006037560614894298,0.9481182985786127,-0.3246671737916621,0.2368320655382649,-0.3714119247508531,-0.04810450237647122,1.130656550971147,0.0013385220755876763,0.02020073252983322,0.0016883635808147325,-0.00021746570024648243,-0.0012595690379652899,0.003308914695936312,0.31700216829727795,0.004930613493891829,-0.0027215526665349435,-0.0017827339049329653,0.0034201759908697817,-0.0011398548670201688,-0.0007975454247378699,-0.0012729548257028797,0.014740849330055617,-5.2590233287125575e-05,0.09565431696231333,0.0009815066851732305,-0.0005706257338360389,-0.0021144203528632227,0.012336386950864383
10,0.1580314520497966,0.00250863572125176,0.011499920713334494,-0.005076502462860151,-7.600227367607283e-05,0.02524087836298414,-0.0017176399059765893,-0.04490086059592599,-0.6485435602946645,-0.07286881511347519,1.6895866231781533,-0.0008974387459267166,0.0029264776743599197,0.0008899390034921255,0.0031117127660294256,0.0008458674768820832,-0.0009798231534359015,0.0003044383744898901,0.005166245120855721,0.0037037730056571246,0.0006780509462261968,0.00023902109748975015,0.0007014980551815592,-0.0007936145706863647,0.00012371060940130345,0.4730986468460012,0.0003713392710849292,-0.00046045242612846756,-0.0002992312755624457,0.0013770360805910264,-0.45785291168506637
11,-2.9663470127701626,-0.43062924366230204,-0.043568749276811494,-0.005298271033312628,-0.004967381984748246,-0.0028084315051014616,0.04641624577617051,3.668810147187014,-0.0025385416031088407,0.013705026336960564,-0.005387127448870399,0.01445978248462336,-2.7399538464420296e-05,0.00016911166411715342,0.0003082504543843179,-0.0014446890704420416,-0.1020468611467185,0.0006444212365269223,0.005689255141744818,-0.0007978946248890188,-0.0007165910805298187,-0.0002619118997737824,-0.0006085538360015842,-0.000984878307129319,-0.0005816454540966548,-0.002478345901849641,0.0008725934818059376,-5.9152095294149666e-05,-0.00038968767405394845,-4.473342197420789e-05,-0.7016352467745185
12,-3.73470603577408e-05,-0.27112550625012044,-0.005520398720062675,-0.000348389920914197,-0.0011250551060366383,0.009350227620887464,-0.0010653270221530132,-0.0005532781061165725,0.4182145033946419,-0.07118467134586623,-0.9250141179359628,-0.0017846750265426668,0.0013039721081109905,0.0006784934026712164,0.835476381694087,-0.0009768186314833044,-0.00035690793571996717,0.9939343353855592,0.011469253927578091,0.0013681354756601095,0.0013098704990775192,-0.0008095514218284868,0.00025127287446933486,-0.0001117447569219432,-0.0009347255803633674,0.0067041236757871304,-0.0017126111996348696,-9.160810714167381e-05,0.0033356967027213156,0.0001736273325933795,-0.4482079380716382
13,-1.7369679268476617,0.011812878296640333,0.006764645528981259,0.010032771410951866,-0.0072635063186128135,-0.0038346062113466177,-0.247956447329974,0.0029079683692066678,-0.0008024435256964774,3.1745408721305783,-0.0009231853936856912,-1.325426755129602,-0.0011485931421568317,-0.0006843986176158826,-0.0014137266783198022,-0.0001855077094104128,-0.3510879544375253,-0.0018942844133481972,-0.0014585960583178188,3.409249308542332e-05,-0.0003099599732980472,0.0006560956646840284,-0.00019322453806554942,-0.0002598402972125149,-0.027605734086281853,-8.738518965574553e-05,-0.0006356126879963874,0.0007498270006853966,-0.0001723517331019301,-0.0006192104840428777,0.004503720631210007
14,-0.0004284482826754745,-0.0008022255061026088,-0.002585634266482497,-0.0011733186409027979,0.0012993770991552274,-0.0005128752380772649,-0.0005111852897670487,0.000619763963283922,0.004579724417060427,0.0034123767392400146,0.004299679678128206,0.00036359126234147436,-1.3417683388699648,-0.0003039456946986969,0.002631064643092734,0.0005881508885755559,-0.0002902899230790269,0.0034444512484176804,1.4242323364101028,0.0007726602675814872,-0.00045357618320873103,0.0001641061770433652,-0.0002829618685775502,-0.0006275227407599327,0.0014818065807959762,0.008708237600823681,0.0016275507005262205,-0.0004977740898212028,0.00038363471925312493,0.00011735655465964198,0.009458194246562029
15,-0.003487489524178189,-0.02354286404264772,-0.0007252924529074498,-0.0009341013110051076,-0.00018261327760380613,-0.001549394307509124,-0.001115053378652416,-9.60072940933834e-05,0.0008052390724070117,-0.0004742872030857036,0.0004500268017370141,0.00029972620601168736,-7.565108470552613e-05,-1.4335729036242018,2.4895212250262015e-05,0.0005706473787547637,-0.0003199614219758089,0.0009942916153608313,-0.00045436600257185293,0.0005392538469390151,0.00016323084474228477,-2.4389257967357714e-05,-5.9650488432593544e-05,-0.0005743107678084796,-0.0001578991458075861,0.0012605427760002303,0.0014470503468514849,9.521690899480829e-05,6.866111014609331e-05,-4.574809329971931e-05,0.05640082696905057
