,P.Mut.KRAS,P.Mut.TP53,P.Mut.SMAD4,P.Mut.CDKN2A,P.Mut.ARID1A,P.Mut.RNF43,P.Mut.MEN1,P.Mut.TGFBR2,P.Mut.KDM6A,P.Mut.KMT2D,P.Mut.GNAS,P.Mut.DAXX,P.Mut.KMT2C,P.Mut.ATM,P.Mut.RBM10,P.Mut.BRCA2,P.Mut.SETD2,P.Mut.ATRX,P.Mut.PIK3CA,P.Mut.RB1,P.Mut.TGFBR1,P.Mut.SMARCA4,P.Mut.SMAD3,P.Mut.MAP2K4,P.Mut.TSC2,P.Mut.BCOR,P.Mut.U2AF1,P.Mut.SF3B1,P.Mut.STK11,P.Mut.PTPRT,P.Mut.PBRM1,P.Mut.PTPRS,P.Mut.PTEN,P.Mut.APC,P.Mut.ZFHX3,P.Mut.ARID2,P.Mut.BRAF,P.Mut.MGA,P.Mut.PREX2,P.Mut.EPHB1,P.Mut.EP300,P.Mut.ELF3,P.Mut.KMT2B,P.Mut.NOTCH1,P.Mut.FBXW7,P.Mut.ERBB3,P.Mut.SOX9,P.Mut.ERBB4,P.Mut.NF1,P.Mut.FLT4,Seeding,Sampling
P.Mut.TGFBR1,-0.0001823421746596916,-0.0010924878387793594,-0.0010534232942750882,-0.0004484365938901544,-6.838310613549628e-05,8.097268694912655e-05,-0.0006142121323208089,-7.818624911190558e-05,-1.8920939030576612e-05,0.00023497039292321605,0.0002571400496337413,-0.0004869647947640239,9.654012247898593e-05,-0.00018102754869537218,-1.5272621776366504e-05,-0.0001352862957342481,0.00020530253875366373,-0.0001361492234897784,-2.7579049866812778e-05,-0.00011236504390304584,-8.409253132501359,-9.85025115057029e-05,-4.370370093257193e-05,-6.181413234376275e-05,-0.00018722533989012672,0.00034133208857947466,-5.652325974501208e-05,-0.00015781785818352358,-2.339129133670337e-05,-6.047962151841812e-05,0.00034481778762470464,0.00023492891073504155,0.0004422190064526478,-1.407698039186853e-05,0.00031589784553220517,0.004482282386423068,-5.784309957802633e-05,-1.527054828615521e-05,-9.781429922150121e-05,0.0003309282072886285,-3.729738526699512e-05,-1.297114965494357e-05,-9.610916730799684e-05,-1.5260693618404405e-05,-3.896360745598675e-05,-3.7203436418848e-05,-7.256988352550623e-05,0.0,-3.3405478164301084e-06,-8.554111935989872e-06,-0.006434183340449038,0.0
P.Mut.SMARCA4,-0.1491538404206691,-0.004726734269347553,0.006451469934603917,-0.0028360897800238836,-0.0015553380228073357,-0.0011861494446538182,0.0037514913304169816,-0.00017146979415271385,-3.768976439291513e-05,-0.0003416026312746529,-0.0003538492723306563,0.003717198959658486,-0.0007920200358166072,-0.0004962119581157454,-2.67604349165892e-05,-0.0004100607544909827,-0.0005209991041202101,-0.00037421758119265887,-5.758548446938373e-05,-0.00023183952495133353,-0.000160532493912715,-7.327593406770802,-0.00013175729427359673,-0.00013509791030257072,0.0025985656273079596,-0.00010053699781382918,-0.00012457904821341816,-0.00042715789969660173,-4.721447406131142e-05,-0.00023241083384724603,-9.130577799285316e-05,-0.0003071548736444517,0.9310792504801044,-2.5346724205556012e-05,-0.000484389924635065,-0.00019210585910116939,-0.00013364534588239824,-2.6426066588480197e-05,-0.00022355755809658608,-0.00014174089422880633,-7.325261143612287e-05,-2.180107563426851e-05,-0.00021543045715011655,-2.661426302255087e-05,-7.448341482662536e-05,-7.469534246914732e-05,-0.00017755580499975002,0.0,-4.906931223228521e-06,-1.1226862514935488e-05,-0.003795318626117876,0.0
P.Mut.SMAD3,0.0017575151210733695,0.0020970710912200682,0.002152301288279979,0.0015546994565381188,-0.0006706000887699748,-0.0009041673770776569,-0.000911061296006757,-0.00010565709709297355,-1.8624106427722012e-05,-0.00031709902074032563,-0.00017130938746835628,-0.0007706956305100073,-0.00038582691519097316,-0.00026161399660677427,-1.4826485219026965e-05,-0.00017243716433415043,-0.0002493466556797722,-0.00016798926644355562,-2.714629792557029e-05,-0.00012252425585152047,-4.503921990946412e-05,-0.00012106183330051636,-8.421904914450206,-8.193890471431876e-05,-0.00033616257574285886,-2.2747578206583464e-05,-9.048430808206246e-05,1.7875519192564382,-2.3097855564189037e-05,-9.330953604000841e-05,-1.898763096552007e-05,-0.00016310769386532656,-0.0002575895118095921,-1.3577498014291517e-05,-0.00018973139754360654,-6.532493503559172e-05,-7.591464995077205e-05,-1.4685722286847034e-05,-0.00011513136224242587,-4.97136145329236e-05,-3.4863471133057034e-05,-1.2459908141752212e-05,-0.00011502114683235592,-1.4857802384612902e-05,0.00293030028293649,-5.509016134546446e-05,-0.0001093204745318116,0.0,-1.6562190629142681e-06,-5.87877843426114e-06,0.6726883883104628,0.0
P.Mut.MAP2K4,-0.0015671822074419478,-0.0021484892887456255,-0.0013657078252387342,-0.0007585778004697399,-0.00044844513559223927,-0.0003239367459756915,-0.0005753540744980515,-7.358262842379273e-05,0.000385794830016974,-0.00011542129935925989,-0.00012542277190420145,-0.00044645405271948583,-0.00025183232660638783,-0.00018271768865644932,-9.715201795573467e-06,-0.00011667407286492098,-0.00017261918703395405,-0.00012944176567590034,-2.473904302268465e-05,-9.168855144111664e-05,-4.060817697953705e-05,-9.713861886298884e-05,-6.62875857831665e-05,-8.473897006615449,-0.0001916814076671365,-2.062935590551447e-05,-5.6641377499737824e-05,-0.00016544215287494837,-1.791203029181003e-05,0.00034873019787526896,-1.498383482480836e-05,-0.00010998775079390818,-0.00017492380815341843,0.000389547260663465,-0.000157237483855762,-5.312593933236046e-05,-3.765478277414284e-05,-9.855003203587853e-06,-9.472260148012281e-05,-3.273310485777047e-05,0.0003729130571953044,-6.3975346551511236e-06,-9.191265552007652e-05,-9.83450367388934e-06,-3.3458549597015376e-05,-3.1715500515692007e-05,-7.744031863206269e-05,0.0,8.75674325139075e-07,-1.2906220648915508e-06,-0.0036291790106501628,0.0
P.Mut.TSC2,-1.7813395558222744,0.00027602497902286374,-0.001725091505734429,-0.0026575025849148205,0.0004902820373928774,-0.0006945292429085527,1.490361134341823,-7.451121506477203e-05,-2.1446607626463896e-05,-0.00011737471494273702,-0.00013272045633022422,1.0704283402396573,0.0010780246355729568,-0.00016947263685124773,-8.93690535052597e-06,0.002481669891229397,0.0014980228596029926,0.0022973670228469867,-2.731427117337464e-05,-6.146478017622829e-05,-5.576634671194476e-05,0.001647296313067064,-8.23875411591664e-05,-6.814906468393316e-05,-7.5599404006597855,-3.697086702613512e-05,-0.00010711915037173873,-0.0001409608066699941,-2.0583175731143303e-05,-7.316367890896947e-05,-3.290121303124149e-05,-0.0001154770761611995,0.028574030554365335,-1.6338469598966526e-05,-0.00016004776201545504,-6.288120927013834e-05,-0.00020558809918858588,-8.548716746311896e-06,-8.263109607440844e-05,-0.0010943603988349806,-4.404031563094336e-05,-2.922380725171833e-05,-8.080116213564008e-05,-8.744435807993657e-06,-4.903345947680463e-05,-4.429962774299713e-05,-6.617744807283922e-05,0.0,1.612657193548895e-06,-9.265866583641939e-07,1.0482683346681372,0.0
P.Mut.BCOR,-0.000567649905063915,-0.0005350603641759172,-0.00033051762928992513,0.0005286949343281924,0.0002565597567775292,0.00033006827120972524,-0.00016141031833182148,-3.062247637226818e-05,-9.870236991664945e-06,-1.8759284958958497e-05,0.00033675372459108453,-0.00010179555448999969,0.00029045465753895844,-7.002474341890884e-05,-7.022567597616841e-06,-3.373423928915091e-05,0.0003422440516429806,-4.439107370290556e-05,-1.2055686895464654e-05,-1.4630027214821248e-05,0.00034396783095503653,-3.6642547606216136e-05,-2.4307128921207202e-05,-2.627675718747183e-05,-7.124384199646799e-05,-9.792162306927333,-2.5667319007868797e-05,-6.37389762239005e-05,-8.478745798927253e-06,-2.5944808061053875e-05,0.00034909376918726523,-4.862340198155831e-05,0.0005697051459269605,-6.614419824432037e-06,0.00042715115450890547,0.0003401273680653697,-2.165855439514638e-05,-7.2881501857902995e-06,-3.474431706739833e-05,0.000346028513189462,-1.3824061857291338e-05,-5.839656778089231e-06,-3.432154473245436e-05,-7.2208523821900675e-06,-2.0362717693395056e-05,4.28231016711514e-06,-3.15521694494866e-05,0.0,2.1178097854806494e-06,6.1939923558684585e-09,-0.0006599037874257201,0.0
P.Mut.U2AF1,0.0007374456458542131,-0.0009438251096040655,-0.0021078869265736748,-0.0013044643045735144,-0.0006747774348338943,0.953869927746948,-0.0008576871504024207,-0.0001034747216414716,-2.0272015392678606e-05,-0.00020642375546779407,-0.00019816512243493574,0.0017964443391672274,-0.0004145219644032708,-0.00026521275934214333,-1.2192662888585433e-05,-0.0001567127768355548,-0.0002653014945610359,-0.00017906670939248434,-3.268224377656909e-05,-0.00013586992197149397,-8.064719504156348e-05,-0.00012653878914353281,-9.268456795375578e-05,-8.048435206459087e-05,-0.0002688973639635443,-4.5804955840848e-05,-8.094304759996184,-0.0003496199446350734,-2.3252729484244712e-05,-0.0001666606278247125,-3.866372445559541e-05,-0.00016411617497262242,-0.0003507214011868528,-1.0267379568704115e-05,-0.00024776061378534105,-0.00010121831727244678,-6.503175000783918e-05,-1.2114947479460201e-05,-0.0001277159640006184,-6.879666004066165e-05,-4.077237903470069e-05,-8.515724027007692e-06,-0.00012461335679297335,-1.7192583517420436e-05,-4.8315311829367416e-05,-4.255321049972457e-05,-0.0001055446645378947,0.0,-2.5979351300521784e-07,-8.812112164571953e-06,0.0005319609222192869,0.0
P.Mut.SF3B1,-0.000828448005204891,-0.003038383856530555,0.00020655007921969843,-0.0008615735033319628,-0.0007375926780858681,0.003018689099287502,-0.0009520996799104441,-0.00011225704382249539,-2.6581325370835657e-05,-0.0001897960461407508,0.00024300492535406383,-0.0006934840804514667,-0.00042183390715009537,-0.0003039089196255477,-1.9398608239002926e-05,-0.0001723593442170119,-0.00025740312223891074,-0.00020244309068671837,-4.14345241957309e-05,-0.0001548119070237642,-6.866927280693513e-05,-0.00014959826905859214,-2.713113119909988e-05,-9.13523512504581e-05,-0.00026278932474068056,-3.3963173394931985e-05,-8.075070357701072e-05,-7.851800677909284,-3.380770861977908e-05,-8.56725289434403e-05,-2.732677358874103e-05,-0.00020540064519217633,-0.00027731924299299323,-1.736571815104067e-05,-0.00026575528498826905,-0.00010016835455126425,-7.854735418072543e-05,-1.9365673181310705e-05,-0.00014714176931481448,-4.652649471355072e-05,-5.029734052434918e-05,-1.545201008222949e-05,-0.0001415111028046048,-1.9536924876354014e-05,-4.9169092381778866e-05,-4.4658712987115926e-05,-0.00011466286969384473,0.0,-2.3057959901354e-06,-6.591450643614657e-06,-0.3025069101123566,0.0
P.Mut.STK11,0.00011848855297381871,0.00018527223929455373,-0.0001724406970002745,-0.00010616538934557863,-4.6110722829359875e-05,-3.9655342746824235e-05,0.00015761932835825306,0.0004108817337331141,-6.918565369094974e-06,0.0003753796611405366,-3.1265809688175685e-05,-4.680252453228347e-05,0.00035956094622404674,-2.7773282000417633e-05,-2.9609195038753264e-06,-2.8004758015525448e-05,0.0003536799178408839,-2.6188886542653725e-05,0.00035027481733274833,-1.5809019520565845e-05,-1.119319650921907e-05,-2.6084969122734275e-05,-2.0068271326220245e-05,-1.5092823613930583e-05,-4.1574896762503264e-05,-8.011034415027765e-06,-2.0336012251579488e-05,-2.2647144463348668e-05,-10.486970882315454,-2.0242990071957517e-05,-4.789894603763418e-06,-2.8807922239246183e-05,-2.809778223674495e-05,-2.246430724988102e-06,0.0004873826322329949,0.00034745127338552296,1.9714586374164263e-06,-3.390858697980253e-06,0.00034417409295869623,-1.0803178659870733e-05,0.000349564509354801,-1.5693170099901169e-06,0.00034341501147832357,-3.25842081126106e-06,-9.431161411976028e-06,-1.4341052763583894e-05,-2.2791874060016482e-05,0.0,3.102525757043743e-06,2.055044523681121e-06,-0.0003302183527386558,0.0
P.Mut.PTPRT,0.00042163124360005024,0.0014162313773946836,0.0033493136740521006,-0.0010067360469115942,-0.0005176185582674002,1.33047498749462,-0.0006303629162679077,-8.079407007507447e-05,0.00034193227983179427,-0.00016396144761240576,-0.00016261756450495072,-0.0004896990812302593,-0.0003042284534932411,-0.00019053908132466937,-1.2891692579167828e-05,-0.0001193919935492693,-0.0001979416682241198,-0.00013790207416159236,-2.7184071135340307e-05,-9.26326342959322e-05,-6.839948518279853e-05,-0.00010490665827816157,-6.725130356448932e-05,0.0002601135757092712,-0.00019782083618987713,-4.707410361452193e-05,-9.090187743031967e-05,-0.00031411601639190717,-2.147660764244784e-05,-8.395215846630364,-4.25490144312362e-05,-0.00014409970283014843,0.0023988719946726905,0.00034613617407364643,-0.00020963539263195772,-8.72723107817466e-05,-5.7189026463490725e-05,-1.2901588053307284e-05,-0.00010128802348896636,-5.90887290327057e-05,0.0006958303945191913,-1.021136273372019e-05,-9.876209525890259e-05,-1.9737488951149277e-05,-4.198329873205178e-05,-2.410689725269458e-05,-8.167552017228366e-05,0.0,1.0885217188685722e-07,-1.0982977295654001e-05,0.0016048172968482954,0.0
P.Mut.PBRM1,-0.0006825749240965855,-0.0004766186104646318,-0.0001888543467936439,0.00024888106995195976,0.00033618495155992645,0.0003702740382613022,-9.932460510775123e-05,-2.2463807660303842e-05,-7.454410357482847e-06,-2.0054327238815907e-05,0.0003507756109885029,-5.011433751610613e-05,0.0003308324436698771,-3.189246493860175e-05,-3.5549864733029983e-06,-2.279567448983854e-05,0.0003636793338829147,-2.6317664051467703e-05,-8.588818553087699e-06,-3.084102301801012e-05,0.0003476760500982433,-2.554665077408628e-05,-2.0415315865239797e-05,-1.984114021819404e-05,-1.4604442827430311e-05,0.00034964597243629413,-1.989302655559735e-05,-2.683901967691764e-05,-3.697372986265925e-06,-2.0303245503890558e-05,-10.490067320255632,-1.1227897082886365e-05,0.0005981555593579114,-3.283852457107079e-06,0.00045081927088284565,0.0003459388576793093,9.201937442746593e-06,-4.048835585217515e-06,-2.4301097619066263e-05,0.00034855602327188466,-1.0503405501901047e-05,-2.55163184280014e-06,-2.3898708368535325e-05,-3.868926296000764e-06,-1.4439043621152533e-05,-6.653942049355423e-06,-2.2808694687284696e-05,0.0,3.0270801301605736e-06,1.9143731947690955e-06,-0.00034642902520841146,0.0
P.Mut.PTPRS,0.0018037645392234706,0.0007858830744679685,0.0003132734085805176,0.0012225265523420985,-0.0007187158488095186,-0.000517993568422243,-0.0009438599235394073,-0.00010999695310572093,-2.02135824104033e-05,-0.00021159221595012145,-0.0001795637249219599,-0.0007225654548434651,-0.00041751029655260973,-0.00028320650270561367,-1.1009949764134632e-05,-0.0001727261798826964,-0.0002618802819557918,-0.00019530861530081553,-3.348610471777182e-05,-0.00015904679427946081,0.00029850166710600174,-0.00013792379140681083,-9.762138074097703e-05,-8.477813936252677e-05,-0.0002951491496753784,-2.7674086847650016e-05,-8.307592833485267e-05,-0.00025657557602529516,-2.298476675413689e-05,-9.217273449902452e-05,-1.94203232114063e-05,-8.00087781878261,-0.00026738699594670254,-9.76417189694419e-06,0.00468485748880389,-9.142053904679204e-05,-7.250262037766942e-05,-1.1030951426413549e-05,-0.0001345204483831627,-5.501137364750062e-05,-4.368656192149404e-05,-8.116901274758938e-06,-0.0001308868078937757,-1.1764382350333116e-05,-4.603618437348507e-05,-4.181775682572763e-05,-0.00011513978327408262,0.0,-6.177561982518584e-07,-2.76619727213932e-06,0.0006013924040052208,0.0
P.Mut.PTEN,-0.7162569448954952,-0.009365196491389947,0.0017729183475974687,-0.0015818469892053947,0.005860356233300783,0.6213961677522543,0.004864104784215086,-0.00013420552655544154,-3.721554952306726e-05,-0.0002981384424685353,-9.327613261770883e-05,0.0034297058699888595,-0.0004672127584827757,-0.00037856366533126025,-2.0369796090059204e-05,-0.00018835772419174078,-0.00024680643998175255,-0.0004743424255186543,-4.523794429272821e-05,-0.00019083260603695122,3.8973947759144183e-05,-0.0001774609136571057,-0.00010894921114615802,-0.00011553566834373913,-0.0006088564983697649,7.909421701485526e-05,-0.00011915385509030905,-0.0004291004642325705,-3.343297495958182e-05,0.002799211380503492,8.559234664984563e-05,-0.00021477923945409098,-7.0846904272641344,-2.6225079184422918e-05,-0.00010009874199819729,1.0774341319183206e-05,-0.00016721489545394602,-2.0080986836369736e-05,-0.00016501410950080068,3.4040719501703476e-05,-6.826733127100523e-05,-2.033797379675439e-05,-0.00015883076213494713,-2.461070853870735e-05,-6.484966831480487e-05,-5.952173341401283e-05,-0.0001410646768806531,0.0,-2.487018114686214e-06,-1.1795320318748703e-05,-0.002106984431180836,0.0
P.Mut.APC,-0.000480838475501297,-0.0002650611743867871,3.005899676738917e-05,-0.00021988291636848665,-0.00011298425047631784,-8.389437682701822e-05,-0.00015540424192549195,-3.058385401770789e-05,0.0003487024327826093,-4.617852568779114e-05,-3.555971274899356e-05,-0.00011499570794445564,-5.759787761873395e-05,-3.250284331121628e-05,-6.69051109717194e-06,-1.5640771405447287e-05,-6.751898497833734e-05,-4.2538665716851455e-05,-1.2123747971926545e-05,-3.077980690196813e-05,-1.6490831140964385e-05,-3.6200970598891785e-05,-1.9055762464933028e-05,0.00029521601540491514,-6.163732659191789e-05,-1.1071242868563693e-05,-2.5766144187440332e-05,-6.439652422178775e-05,-8.992999279820488e-06,0.00033922687951828674,-9.117131395390686e-06,-5.137951011875038e-05,-4.9585441951571016e-05,-9.795182438387057,-2.6065161101637566e-05,-1.9577284600928594e-05,-1.68633414531366e-05,-6.77822344158769e-06,-3.535762774596358e-05,-1.4479772727448781e-05,0.000344959475265882,-5.19354791855179e-06,-3.4481387650558176e-05,-6.797941563092359e-06,-2.0877192979914875e-05,9.870455293651825e-06,-3.173793431994947e-05,0.0,2.3259474518451563e-06,2.4884098522162063e-07,-0.0006593487817891393,0.0
P.Mut.ZFHX3,-9.714811777495789e-05,-0.000425142356745643,0.0005675225700227892,0.0012821990748572128,0.00011861016554343727,-6.671376105463894e-05,-0.0005886420590192856,0.00020997270616841595,-2.0286125559445e-05,0.00011920587637104025,0.00014615340779097912,-0.0005575541408938011,0.00019286007977729175,-0.00021209938996194415,0.0006098682383560665,-0.0001395921568994575,0.00034463650351468735,-0.00015771523686121424,0.00019278595714555428,-0.00010564043775129307,0.00020554842828942625,-0.00011398026625733346,-5.737119875876795e-05,-7.195485245649344e-05,-0.00021829907546928317,0.0002297931064558929,-6.808795394197412e-05,-0.00019517449529042009,0.00019643746134294832,-7.254895738581773e-05,0.00023432125248063789,0.002020185369741146,0.00034391727355729005,-1.3480221230509247e-05,-8.249973497226932,0.00043025453130117225,-6.438008518558881e-05,-1.4733749951492288e-05,0.00013138706194100873,0.00021679597263120598,0.0001854130931850393,-1.2084733433599918e-05,0.0001331502759229685,-1.5036315669891351e-05,-4.5315328342358127e-05,-3.7474241117044815e-05,-9.265714295889676e-05,0.0,-8.151031002360408e-07,-4.07016701800075e-06,-0.028669927510982293,0.0
P.Mut.ARID2,0.0001261525573934896,-7.059473695899763e-05,-0.0015424839310148558,-0.0004707267969416343,-0.0001168045896524166,9.205681883864628e-05,-0.0003966128515590799,0.0007960077804228531,-1.8765310771022564e-05,0.00025848051876859916,0.0002584363926242031,-0.0004949922410542691,0.0004808368446987534,-0.00019026999551135146,-1.4297888204027587e-05,-0.00012628226834121375,0.0006088104894825382,-0.0001412425044652678,0.00033890444544880437,-0.00011194861250395992,0.0040584127072983665,-0.00010360006443002526,-5.034733900238419e-05,-6.494696469518436e-05,-0.0001997513330145461,0.0003407573230950771,-6.164904626489261e-05,-0.00016607074415416688,0.00034163551015925633,-6.532227989959362e-05,0.00034431065894785143,-0.00014046511551464512,0.00044177246443646357,-1.2845413496571323e-05,0.0008396229604993717,-8.382573301593792,-5.847943034255385e-05,-1.4494507175509666e-05,0.0002724469956499772,0.00033042257656733156,0.0003333689924982505,-1.147062684982972e-05,0.00027476895792338774,-1.4334758869887855e-05,-4.1711276136537384e-05,0.00032851118780616285,-8.336216899929605e-05,0.0,-7.090076385078855e-07,-4.797898325595907e-06,-0.0034906033041729005,0.0
P.Mut.BRAF,-0.011951155477651356,-0.0036587682186844253,-0.0010109464597116665,-0.0005390553710653337,-0.00031983867801418936,-0.0002512985932849528,-0.0004401004685194874,-5.944513424633984e-05,-1.4000414810644372e-05,-9.88395856306926e-05,-8.240698653331486e-05,-0.00035101486373749355,-0.00019420833209971307,-0.00014662967191014225,-8.61644556713417e-06,-9.273243255755189e-05,-0.00011127283742400983,-0.00010288053375246415,-2.0584112796075138e-05,-8.537383568753867e-05,-3.7430101483222446e-05,-7.788342601776946e-05,-5.298276530959225e-05,-4.884663605623281e-05,-0.00013295188884863821,-1.763431862130329e-05,-4.6475886562983716e-05,-0.00013415936402908283,-1.4960113600716542e-05,-5.0489399644740495e-05,-1.3303511290751619e-05,-7.301261525506353e-05,-0.0001410294167196457,-7.253779941033478e-06,-0.00010580920095120037,-5.024455256032737e-05,-8.739437049289613,-8.750656313675556e-06,-7.416367835787686e-05,-3.081961104738591e-05,-2.4842440603067083e-05,-6.030985015551594e-06,-7.205005181636973e-05,-8.727847424875568e-06,-3.12226233689217e-05,-1.8696082229867465e-05,-6.232328982195487e-05,0.0,1.416316152686824e-06,-6.484524808656865e-07,-0.002183694213696081,0.0
P.Mut.MGA,3.683759986235267e-05,-6.244515668136239e-05,2.2241951418583924e-06,0.00017698184618893803,-9.751454014928357e-05,-7.338038419134202e-05,-0.00016876333800608403,-3.075218516226438e-05,-1.0061419179143972e-05,-3.425278683375025e-05,-4.242253238522033e-05,-0.0001030085042728162,-6.179180397038228e-05,-4.534483359755509e-05,-7.845632334589931e-06,-1.974668505530599e-05,-6.622230812780702e-05,-4.5836654403232584e-05,-1.2409671386165226e-05,0.00033796667824950786,-1.9498177714570763e-05,-2.946768736672583e-05,-3.229950336384514e-05,-2.6388172127815702e-05,-4.017367643403733e-05,-1.1311454364782802e-05,-2.556853989102253e-05,-6.356112492267763e-05,-1.0293846295784864e-05,-2.5450442847998207e-05,-9.802693219408392e-06,-5.0427916055709685e-05,-5.990220698004136e-05,-7.2039964767790385e-06,-6.019225811579332e-05,-1.984820726488035e-05,-2.4792641462862925e-05,-9.791233838339215,-2.560947088039396e-05,-1.7683685189366728e-05,-1.4147772378231738e-05,-6.562707196585825e-06,-2.5424021641437092e-05,-7.899763520119682e-06,-2.0376003278473714e-05,-5.352421047259365e-06,-3.1426733645872026e-05,0.0,1.8229272733593386e-06,-8.9134812752534e-07,-0.0007123070091227335,0.0
P.Mut.PREX2,0.00019404724395954487,-0.00032939644242840113,-0.001397620625794031,-0.0007737766888194112,-0.0004424276130418444,-0.00032151758978534996,-0.0003428216850605636,0.00036576882251635113,-1.4835886623683696e-05,0.0002556709377899467,-0.00012184630946317756,-0.0004482744954065541,0.00012977694527016313,-0.0001720100185566591,-7.900454489768197e-06,-0.000122661302481402,0.00021361416617053403,-0.00013047863056226094,0.0003409840486259607,-0.00010521480176303053,-4.996054615063417e-05,-9.661577749899534e-05,-6.75018739741474e-05,-5.306302907505e-05,-0.00018898577440496173,-1.9587286033152e-05,-5.6644030767942056e-05,-0.00016411305853285501,0.000343367889029057,-6.232561483157577e-05,-1.3088921001130347e-05,-0.00010676438941693276,-0.00017014951769346847,-6.460263783050976e-06,0.00036561530018324606,0.0003115646631630067,-4.6751211593718146e-05,-8.22959087020818e-06,-8.46456737515824,-4.1591332378114386e-05,0.0003361910394818498,-5.072972054256036e-06,0.000283127887758049,-8.104719310719553e-06,-2.298987416452308e-05,-2.6997029952146102e-05,-7.688314111765558e-05,0.0,9.231579155669359e-07,-7.888541042051062e-07,-0.003534966858787589,0.0
P.Mut.EPHB1,-0.15701433705446224,-0.006990170327927674,-0.0009642233568166239,-0.0002478447152481188,-7.427786702061411e-05,0.00017296995627850194,0.8667223122960379,-6.745455864983399e-05,-1.553692162575386e-05,-0.00011761949065610479,0.00027518924009250996,0.002190240623763087,0.00012506062725864653,-0.00013548775104413958,-1.1173199624343053e-05,-7.523295455699134e-05,0.0002176874075597278,-0.00020774447480556774,-2.7575180086548656e-05,-7.895767945607354e-05,0.00032997908223382066,-0.00010594972751390488,-5.7037274655211954e-05,-4.977243214689416e-05,-0.00034656035534261464,0.0003433769219398689,-4.677681869851323e-05,-0.00014172133141143137,-2.2362330002164328e-05,-4.913688486155447e-05,0.00034571204869886376,-0.00010319868911844386,0.0004539466545134289,-1.0761562900570827e-05,0.00035285839981572773,0.0003118832865164952,-4.883995490309821e-05,-1.1339350650952804e-05,-6.936776865493934e-05,-8.616796426470021,-3.226689488335708e-05,-1.1782999183206185e-05,-6.828473079715193e-05,-1.1279687087362757e-05,-3.269231485908376e-05,-1.840931593608917e-05,-6.208269463821851e-05,0.0,6.270481031558479e-07,-2.467335735505662e-06,0.002901834257735606,0.0
P.Mut.EP300,-0.0015906113516994803,-0.0004316217206620119,-0.0005527326923702155,-0.000382525057320675,0.00013760326856251452,-0.00015541312011472424,-5.407020753171756e-05,0.0007683527767047046,0.00034647701320089815,0.00032163005583795193,-7.096912175163637e-05,-0.00023300459639609522,0.0002704775509774088,-0.0001086391166092261,-3.3146694599729347e-06,-6.890846698786535e-05,0.00029464434964878155,-6.933043393873224e-05,0.0003460059458965473,-5.8889894014454424e-05,-3.447759361645016e-05,-5.7140778689161917e-05,-4.100660866548923e-05,0.000283227938240395,-9.933847230732277e-05,-1.1373906999774873e-05,-2.6154105504277394e-05,-7.608665263732835e-05,0.0003466956728863552,0.0006910832090111488,-6.153954866582461e-06,-4.9340104807773204e-05,-0.000100108916150844,0.0003482118660153868,0.00044319460570505745,0.0003317519353213973,-2.706325632827393e-05,-3.829050887319706e-06,0.00031591568502306497,-3.021811696654012e-05,-9.148892191958122,-1.5953597511467017e-06,0.000316342985513261,-3.5884196984882996e-06,-6.428407101893429e-07,-2.286102054616352e-05,-4.147721814122207e-05,0.0,2.204326681603179e-06,1.2893781379415615e-06,-0.0012440754679709375,0.0
P.Mut.ELF3,-0.0004921875341298616,-0.0005872386399990724,-0.00033260453397477495,-0.00020191406981867312,-0.00010587694442283372,-8.56425247873892e-05,0.00028059401439461316,-2.746795017839498e-05,-8.29674503081584e-06,-2.1288797026791652e-05,-4.583818589852557e-05,-0.0001047087561392826,-9.003296126898818e-05,-5.204285412101272e-05,-4.1376798724510646e-06,-4.1959159107034476e-05,0.00030182728554866334,0.00032851042574841743,-1.0965860176412538e-05,-2.7423739606764496e-05,-1.5209461076744921e-05,-3.6950223265934295e-05,-2.7058664768868178e-05,-2.14189625968307e-05,-6.50346286440759e-05,-1.0065522617768254e-05,-2.5929861095028956e-05,-4.62063724972685e-05,-5.9834538768103695e-06,-2.6570968981926027e-05,-6.718470975570441e-06,-4.309201927916148e-05,-5.0191646260180835e-05,-3.1313600271286306e-06,-4.3209604111886484e-05,-1.8147154409565752e-05,-3.453625844595639e-06,-4.303884454598746e-06,-3.549812057521309e-05,-1.3869675719612756e-05,-1.3468396522650249e-05,-9.802021716291723,-3.472476147338595e-05,-4.295632150470699e-06,-1.2985171439692976e-05,-1.7043873502949676e-05,-3.0891911441088516e-05,0.0,2.7662235537793517e-06,1.5698566270671175e-06,-0.0006648961512876832,0.0
