,TERT (M),TP53 (M),KDM6A (M),ARID1A (M),KMT2D (M),FGFR3 (M),RB1 (M),PIK3CA (M),ERBB2 (M),CREBBP (M),CDKN1A (M),KMT2C (M),STAG2 (M),EP300 (M),ERCC2 (M),ERBB3 (M),ATM (M),TSC1 (M),FAT1 (M),KMT2A (M),RBM10 (M),SMARCA4 (M),FBXW7 (M),NCOR1 (M),SPEN (M),ARID2 (M),PTPRT (M),NF1 (M),BRCA2 (M),ARID1B (M),APC (M),ASXL2 (M),KRAS (M),Seeding
0,0.03530225016842595,0.36469314804744335,0.40563679568663974,0.15230785133376198,-0.010682746656726855,0.5845940300665723,0.1805326351787153,0.11333287617777307,0.027697890547949584,0.035003548277042294,0.04226355434055528,0.007957446119567467,0.5824598522380069,0.002706463347607043,0.013647116085078223,0.005532554821487276,0.006729197560015711,0.2028393724615558,0.002085323800993335,7.200450819127473e-05,0.19820281665893494,0.0010665623989752383,0.02052303782972449,8.560072986929436e-05,-0.0007434194721973108,-0.011784526323619796,0.006168594227765869,-0.0005641286618468975,0.0021947097067095724,0.002364558004952724,-0.05429239854048033,0.0019085860566125461,0.09740657433691387,2.13522341598709
1,-0.06193710707995336,-0.05388559969501093,0.11280111876457179,-0.006984435058977043,-0.002106871357453015,0.003137338297409284,-0.00028192488371968534,-0.000766890698345619,0.000976624828875121,-0.00012130829306171952,0.0005873981620329704,0.00022089761171814213,0.00030327066505290426,-0.0029357918656042347,0.0004286398763947956,8.44889266795743e-05,-0.00024155574304735483,0.0012858277411310578,0.0004593987648547989,-0.00024590732510901975,0.0002701782854874898,-0.00016757598830117695,-0.0007026196303164234,0.0004457221474469714,-0.00047778652722934743,0.00017491833296780083,0.0002943676656502898,-0.0001682793279459534,-0.0003638487594940943,9.07373893835725e-05,-0.0004176889176006712,0.0009607996660821228,0.0005002473970205537,3.4786353827824064
2,1.7583687137675479,0.014172949574595277,-0.06818582504603429,0.026064782205376905,-0.7581889939048136,0.019259348944299683,0.0027317398240312234,-0.0009577586883580707,0.003362232838220685,-0.0001216644841221592,0.03683735184213614,-0.4082367062404572,0.024931279814090622,0.0001170168743076572,-0.16308100511100498,-0.27886922861332225,-0.023601972334938357,0.029350691182334153,-0.00021100639356729325,0.0008771994413491419,0.0016147726444023856,-0.03891244319222097,-0.03112401626323054,0.0009193363145064708,-0.00028962208471619636,0.0012317779620877557,-0.0007396644312183289,-0.0006946558624252265,-0.0003451484952272552,-0.00036898782337896254,-0.0007334060565886711,0.0005492000351812291,-0.0015100817082536748,-0.40859997507603824
3,-0.5497686799331101,0.9268801505157329,-0.09994587760333107,-0.2755537476877213,-0.009042432604975484,-0.5970680329628696,0.5341897838115026,-0.001537366798427467,0.0007093974440512364,-0.001837360932046013,0.003072501782514536,-0.014090605841020024,-0.0006327418148454954,-0.005655536408126554,-0.4250175977283986,-0.00038789659701460473,-0.0036999134443646345,0.001010724970157281,-0.004816532849179024,-3.178879311330402e-05,0.0005449595673594893,-0.0014890164070176497,-0.0011005714637040223,0.0008026361327036915,0.0002134099983548084,-0.002293019810842786,4.645959768182894e-05,-0.000994584111991867,-0.001303498468976352,-0.0014152234973727933,-0.0008704312304019606,-0.000438412251656566,-0.3010403408782787,0.005378285901105845
4,0.02191765162232845,-0.19237901350502312,0.18835116755082365,-0.030721161060579642,-0.48676160411469405,0.8311066321902056,-0.14423677599269014,0.005152917167929781,-0.002749966344881179,0.0006497564067656052,-0.01002702261501564,-0.023454165202721595,0.0024407409883780407,-0.0011984370669729065,-0.0018586547257187966,-0.0010036410848471757,0.010557044117777381,0.00030310530816520485,0.0012718440904188138,-0.0008987793384041782,-0.00019424131755202943,-0.0028060844267465534,-3.741234697081765e-05,-0.0009410201360936186,-0.00132999576008994,-0.0008969943182590588,-0.002953180905140259,-0.0014616390643046827,-0.002457297702826039,-0.0022337129469393482,-0.001532594899305996,0.0008632424452809422,0.004081287646096659,-0.08001238881020944
5,-0.001013004528315025,0.00025321752166553697,-0.0025246478138591707,0.016676686266231734,-0.002525244575081674,-0.0784020079358826,0.0011295790995781707,-0.15013766050921515,0.0031206319525793466,-0.0010234677312451856,0.0008060910667171112,0.00033431567779979265,0.000519804826971559,-0.00033248530016244117,-0.0013009957539519704,-0.0008499640620020267,-0.001044311239731545,-0.004156873776086862,-0.0006238779039469339,0.0011363604053079548,0.0012141862053264758,0.0008254211896299925,-0.0016901720683977963,-0.0012916212049563626,0.0011136484842459802,0.0015939861983338285,0.0010695496643551407,0.0001841145254151686,0.0009814655729050163,0.0013845035943710437,-0.0014130724096364973,-0.0004215731209880243,-0.00047993053173180414,0.00046699011275331805
6,0.02841219471257502,0.006602753614288234,-0.10816495638898084,-0.2239495414007746,-0.163619096372945,-0.0006958504206257838,-0.00955787847179047,-0.02256941431335236,-0.13412242697183516,-0.000185555166716173,-0.0010921643011787526,-0.028498430579268482,-0.000987233322600217,-0.0003575292620409978,-0.06626342880673262,-0.0014444703361418156,-0.0010785168928137505,-0.0010745565306542217,-0.0008666261326646061,-0.00048051346957596515,-0.0027042596714249192,0.0005292686673723026,8.601996571454691e-05,0.0005158440274538946,0.0005815007256145949,-0.002568072867070657,0.00036603548837005757,-0.0012050411210357509,-0.001566306930254355,0.0003580382660406321,-0.00026249796981607135,-0.0012289935607302422,-0.0014774279799784336,-0.00022324169196231042
7,0.004525423440018505,-1.118388351843021,5.957400150051473e-05,-0.5246696713025333,-0.007147616952877741,0.36656507075181954,-0.8680204512024856,0.0012253871143056078,-1.0418617066412066,0.0006866154366962228,0.0010644498872074098,-0.0002803832410715654,0.2822555675493773,-0.0002643920534284531,-0.2460594421655743,-0.002664443963703634,0.0008912259466742432,0.0008472223129355561,-0.0010104272653357269,-0.04696001488502651,0.00035112656689580195,-0.0015262120853835172,-0.006447388185995577,-0.0030336196361160236,-0.00904402510987683,-0.0013374084107986952,-8.082894079354834e-05,-0.0011574106848700797,-0.11969003300297643,-0.035429987999658026,-0.0010584276306862875,0.0009547422829335733,-0.0018984446383198779,0.005167257002754392
8,0.009856940676041658,1.4742103442871641,-0.3801168068505948,0.013271748682346233,-0.10739403071412795,-0.8798394982036468,-1.0087473290198687,-0.0019202418347411241,-0.000532218159218706,-0.007928611591072044,-0.0038950089191908182,-0.0004985487570051707,-0.0055840393606973555,-0.001917156431041775,-0.0019085114662116165,0.0009009743709596567,-0.0005016218820475777,-0.014559590313078213,-0.0013004212595339865,-0.00023428587734178764,0.00017589867751763603,-0.0008616772697040936,-0.0010356728187281771,-0.0008304473956633355,-0.0013289168047674162,-0.0007153692915180958,0.00033292541049723237,-0.0006667532074167974,0.0008217128038752887,-0.0016298463708461046,0.00017358714613373272,-0.00042842634900050025,-0.0008060725407236173,-0.0018330670374867885
9,-0.003707368098897958,-0.001673459719064725,0.11825434788386878,-0.16633733545448318,-0.033567904740430955,0.016694495479247617,-0.0011658677534885336,-0.3988237138938534,-0.0025520983911695517,-0.0012145610858081094,0.0015058986248365168,-0.0003474333951572425,0.0017704211084142276,0.0023933695835220113,-0.001234492498001294,-0.0013586463565108257,0.00015099205734739882,-0.00047424894394362534,-0.0015271016410294898,0.000777872462695679,-0.0008310114833433198,-0.0009747572437002527,-0.0004664214774192406,-0.001059008585044247,-0.0009923815603597624,-0.0011495078116169136,-0.0012340926678263066,0.0004868706514022783,-0.0006078493478100678,-0.00127278470928648,0.00043531240592298694,0.001666506646300745,0.002303245825966027,-0.0009015308599896452
