,TERT (M),TP53 (M),KDM6A (M),ARID1A (M),KMT2D (M),FGFR3 (M),RB1 (M),PIK3CA (M),ERBB2 (M),CREBBP (M),CDKN1A (M),KMT2C (M),STAG2 (M),EP300 (M),ERCC2 (M),ERBB3 (M),ATM (M),TSC1 (M),FAT1 (M),KMT2A (M),RBM10 (M),SMARCA4 (M),FBXW7 (M),NCOR1 (M),SPEN (M),ARID2 (M),PTPRT (M),NF1 (M),BRCA2 (M),ARID1B (M),APC (M),ASXL2 (M),KRAS (M),Seeding
0,0.2785034096000375,0.46427898057384126,0.5038063578963083,0.10883147327717975,-0.00014062365780873683,1.0843677203375466,0.48102678864746756,0.3174609541577746,0.009572626779603483,0.19307053399489735,0.36380000666551954,0.12852705706419026,0.9278269503947901,-0.06998428982485282,-0.22146353649501782,-0.10378558715909553,-0.0005494605394435704,0.32970925758100805,-0.0006660151654983562,0.10576047218528453,0.39483978587045465,0.0010360433083959192,0.06327566346440645,0.0016067101719149603,0.003574750603827063,0.07280218309001071,0.15974185801690435,-0.14859758022465633,-0.0006108179805096332,0.46280655735619103,-0.8230691526988693,-0.0013664128560945898,1.3403322567831024,2.438590900774635
1,-0.07259389218232282,-0.006217800929937414,0.034480102044748946,-0.026440515599569954,-0.048160627625964056,-0.005765479973133831,-0.006269500177920684,-0.007930429772963134,0.006681563615140744,-0.00029516306818492687,-0.01009710439264332,0.0014411412820785506,6.68781345151201e-05,0.022283100819382822,0.0009827175512050089,0.009002995732636009,-0.0002460551218987381,-0.013423939148605431,-8.447901079020227e-05,-0.0005325075654816204,0.00033378852766807407,0.003488737141202574,-0.001319840797658306,-0.00021651426067492507,0.00036251348433322567,0.0004281065648113889,0.0008843344707523695,0.0009190415913687062,-0.0004934901269653412,-0.0003388205736967116,-0.00017877720491851496,1.8139199766476253e-05,0.00023060130325325344,4.6212014455757595
2,2.3756568126257154,0.29308643430523146,-0.11963349356898574,-0.06016395323193238,-0.8906829022997812,0.01847647754009875,0.15818899979989087,0.11894188937154114,0.01704976149828959,-0.00445552908739259,0.06521476073375727,-0.6663646044440922,0.03284405738282659,0.0020869943131520373,-0.2134395223483427,-0.6213090876104677,-0.028327743651355184,0.6188273188684048,-0.014237732649116446,0.010065032427311008,0.005045688592121872,-0.0391316776991245,-0.2474340641298145,0.004823805059621699,-0.0013853971600586512,0.0042452487003185055,-0.005562134103917533,-0.01429793154797646,-0.0001619578407554428,0.0009017967924862454,-0.0019751958111509766,-1.0962840234911644e-05,-0.007856415001761938,-0.7341858578382645
3,-0.8368677838301509,1.8008783028525863,0.0012618926563456572,-0.6254477899921979,0.00014036826320507794,-0.6539061138359669,-0.005887274373481325,0.002931637907611108,-0.01742238538759277,-0.03749219106509644,-0.12288101120797022,-0.23251323947452393,0.0074308473604203645,0.005253159182483254,-0.6629138068543268,0.0008534900334753199,-0.02438280863144612,-0.0006667992438168968,-0.0021899719285071832,0.001964904113071834,0.0033442600807845574,-0.0008892165425578701,0.009194107285988523,0.0015077354314578634,0.0019661193843328664,0.004772683044394403,-0.0006838158486468703,-0.30372887511818675,-0.025231454481493214,-0.0014197216095899255,0.00031716635648840115,8.757502774289338e-05,-0.5301718430842064,-0.4182291060715656
4,-0.04993669178615054,-0.1962821201237949,0.9066644918600328,-0.06912016269837218,-0.838715903867118,1.2124563286378809,-0.0883859251046364,0.0019049056719741924,-0.10348093710675202,-0.008090858419377366,-0.00947061061102982,-0.2305242417772244,-4.555917176062474e-05,0.0005911194166586136,-0.003372966236079769,-0.009919378314415516,0.15224949116586103,-0.0007780465164664798,0.008256313173618244,-6.741895515409758e-05,0.0020848082192505705,-0.04603583523271877,-0.02029080933510739,-0.0016108541246716828,-0.03308924834393448,0.038561250323503465,-0.38852696531049186,-0.12191388548787908,-0.023750008461688753,-0.02936490935800577,-0.14437333210936468,0.0009915572115669687,0.09686722068582287,-0.6238188077951565
5,0.0015578036046562333,0.004215516438896749,-0.007846365288702781,0.7631963744012341,0.0026625888733867215,-0.28740071310587884,0.0034363291254682696,-0.17242297412775504,0.04464902886049635,0.0009516546358561575,0.002071494028587358,0.0014995150398425321,-0.02702373930644407,-6.0602682263130906e-05,-0.19090702192723893,-0.008574393985881503,-0.0012378721077208256,-0.5701595537828393,-0.0025176625680524683,0.0004815241842491361,0.04062411727694441,0.0009239819527070387,-0.02792464550273887,-0.10495800344035953,-0.0002937172212809151,-0.00029998608124567547,0.0005243208092080163,0.001785456954118953,0.003070881517662601,0.0038909847763388726,-0.002406254907435314,0.0003044351918803584,-0.0004983216185030602,-0.0010947095455021878
6,0.024376156035980454,0.13740820962229847,-0.00621145398510946,-0.7449772816482269,0.6545759091480292,-0.00029937366247925236,-0.1583338637222823,-0.15725082428903395,-0.21511266653254837,0.0018039622296448766,0.0003779041950698628,0.012080271777239984,0.0003942723070864508,0.0002765309948227688,-0.7532097056607704,-0.0034898102967689977,0.0013867645302712605,-0.0020392335501154047,0.0008083502950935865,0.00034428631362737685,-0.012883135548267888,-0.0010300778184903485,0.0006446468568018758,0.0016709858077999294,0.012129909115293632,-0.3051209271267582,0.001156748712922825,-0.0028050304949145755,-0.048439729836809955,-0.0008077277590267087,-0.0012609308692300158,0.0008943223598947216,-0.0003103523024111367,-0.0017375616392957722
7,0.5689238545008063,-1.8321133604432247,0.379587301903448,-0.6240798471453171,0.3260295525026013,0.7533629943196295,-1.546968804461216,0.004456671399938371,-1.35094015797883,0.006786810583931677,0.3044086119118902,0.1670229154072381,0.4845413077412586,0.001381391293984284,-0.3818086888665547,-0.006753432109653484,-2.9855592633071324e-05,0.032388747765460385,0.019349784598898828,-0.17221359124811836,0.002103838435657627,-0.009606399898045,-0.07397591897085595,-0.40781655841053455,-0.3560436635854663,-0.000317875946405168,-0.00425472275152348,-0.41149099734216205,-0.7431223116754345,-0.8377280120630577,-0.0021395470763721017,0.0038593677322311614,-0.31335103236574785,-0.31405744005218295
8,0.011782765025752578,2.0394004389360556,-0.6654538821666602,0.0009127686542795953,-0.6265790249834122,-1.2940912097795156,-0.6822513493183149,-0.014402426018545874,-0.00030965067592320864,-0.15789473232816953,0.5476380471875426,0.00014851420270271435,-0.05595021673668089,-0.11238971240195657,0.0022904022576253295,0.005904861230421631,0.007965625748089076,-0.9740054431728759,-0.003714389951007705,0.0012805357599025029,0.0015096327163443533,-0.002083469271964145,0.001573692416458162,-0.0025435996849799926,-0.09395983913349165,-0.0005585837324718064,0.0024050632243000363,-0.0027947944255173477,0.4411480550068522,-0.2540374493241022,-0.0016726198932182433,-0.0003049924280905808,-0.00017119943415557675,-0.24932580780509475
9,0.10078312779013379,-0.01860873961651204,0.6855712511950144,-0.573747271703862,-0.35353356798164015,0.27716368612225173,-0.002143621164130418,0.05712641917880782,-0.00389648673769826,-0.0442135283700286,0.5991678710611663,-0.0007946904122752687,0.596978356930516,0.3239085781273975,-0.22214349098144584,-0.07636383206028098,0.0005072359601975957,-0.014540422882832745,-0.002740230192416258,0.11410282378552628,0.0008566880617774737,-0.0004652022296163128,-0.0028944071727873113,-0.006185055837675221,-0.0033951125348967914,0.0018879358046390877,-0.012997807099187016,0.0035007316684524882,0.0011409820709850688,-0.003355377542217002,0.00087254397697544,0.04585724376859536,0.19439921506651386,-0.007071719677982172
10,0.032515107542646665,-0.013661491522212757,-0.004145267497608117,0.3053548166204817,-0.4656852396491935,-1.128391697482392,-0.000760574290124796,-0.0005510535061354581,-0.18125603773353913,-0.00018080538216227934,0.001979289947638108,-0.003072417421381262,-0.0017443073585485486,0.0027255802322402106,0.5878032088921317,-0.0009184522574590915,0.0008971820985044515,0.00032616920295982024,0.0019829532062079535,0.0023075543561270687,-1.3785270869610044e-06,-0.3448662158092321,0.006677335588517474,0.0015545717665555955,-8.640374011705985e-05,9.480712063072262e-05,-0.4295808526762143,-0.0004838346474017836,-0.008991684538803177,-0.002629547169851528,0.0008720263930278094,0.0001336402854002362,-7.621840011616068e-05,0.0006573466401245463
