,TP53 (M),KRAS (M),EGFR (M),STK11 (M),KEAP1 (M),RBM10 (M),SMARCA4 (M),ATM (M),NF1 (M),PTPRD (M),PTPRT (M),ARID1A (M),BRAF (M),PIK3CA (M),EPHA3 (M),FAT1 (M),SETD2 (M),RB1 (M),MET (M),KMT2C (M),Seeding
0,0.06070800279038724,1.5266373725719506,2.927689045589291,0.719480061685741,0.18034634448430487,0.4801108628035273,-0.3310080582984052,0.15128482503696167,0.8206273558797984,0.07609650515631816,-0.04692537828344409,-0.004254087051449492,1.0974517065806069,0.27726983959727375,0.19623018430960756,0.01866964456102807,0.6611875929370398,0.001341412275462746,2.556539952358988,0.01565926581976199,2.5092350584955123
1,0.019816042157325138,-0.10985964718955134,0.9759450130785431,-0.05391825408109089,0.21271280273948306,-0.1538241435328313,0.006836004601048131,0.010619590655479893,-0.08689890932701881,-0.005411732561046907,0.23045272610395934,0.024453875674573952,0.1464198132105896,0.0009416368025940928,-0.004804444871613975,-0.1446363429987426,0.04879160462636986,-0.0009211000530530656,0.9173718839797588,-0.03863112568966304,2.7968283022441636
2,1.9136321442831852,-0.33640687543476566,1.1580801828876741,-1.0196597015191045,-0.05710550043292044,-0.7069584331486031,-0.2418828122817622,-1.2428021152283575,0.07850385302183627,0.08918611967485959,0.044613784200435186,0.0017092642932977267,-0.083452376073825,-0.7118236375369721,-0.1710115200399589,-0.03191228556261082,-0.6968476918556257,0.7233800728874362,-0.5822508792890222,-0.20957280005206985,-0.09997093679753714
3,-1.3031140194441067,1.9185732144279488,-3.2720447033769546,0.2901553542268185,-0.3713201058778721,0.09221008029483833,-0.23955315334187255,0.47325748957083885,-0.7901513972825959,0.10633048432941908,-0.5692242688495707,-0.020020141536402594,-1.4391519277738607,0.012742183482430733,-0.16733363031168633,-0.1589425880831118,-0.5209581863886784,-0.4431505486421609,-1.492973315873394,-0.012477043348903434,-0.8221595186458978
4,-0.30961026465903185,-3.6428396757920734,1.6896846681400277,-1.8914312776905178,-1.9102050817157594,0.7505039314325286,-0.23066603033540273,0.016359112786481445,-1.579338253084812,-0.8082459271845317,-0.7115465806148409,-0.7961073604206429,-1.767982552059179,0.6838379581140657,-1.0179670072325995,-0.8620229604885126,-0.7754958333764198,0.5483359443215652,-1.3235078272335405,-0.30660162270161595,-0.2821851892400937
5,-0.8655743852737269,0.4835455372150387,-1.5225676662721197,0.44552010608240505,1.3803564567205036,-0.10864200342617292,0.4496459741805517,0.17761269995458184,-0.4239171290536307,0.010182737948456437,0.1798994354171207,-0.395507659461929,0.3616149702946699,-0.9415996237558004,-0.0049205747661008395,-0.1648202799495799,-0.5056715363876944,-0.45288999778515565,-0.7505317658931376,-0.02386118823055999,-0.7650074162007833
6,-0.2896061017371385,0.15660039879365176,-1.4482998694117872,1.9173125153231598,-0.20133358850304234,-0.23857876829626282,0.7214511686821277,-0.5181568669706434,0.1534560655551171,0.10966292913212444,-0.012510266133778055,0.043012118323631506,-0.027613047903151285,-0.19993463480298906,-0.14655932339433636,0.1617563247147199,-0.006368441122334951,-0.2325958154491105,-0.6266943393430848,0.19271132129192386,-0.229291145188113
7,-0.7155454661480561,0.3693835450804253,0.7262177543090911,-0.20971071187070026,-0.3172668688780615,0.26756490005739564,-0.021010641214524135,0.3377022878019274,0.34563686206004474,-0.0006772215092562496,0.016357874828372844,-0.05580911462498373,-0.2709308434738261,-0.028776951216364074,-0.1460789956055991,-0.39871560763645747,0.30784092629403537,-0.0034412783921956933,0.005174907751153222,-0.6545120019589588,-0.7589327018967469
8,-0.24194729659857506,-0.138788973365262,-0.22437758648739572,0.7773211872962561,0.7441205941022085,-0.02355413139403627,-0.6603893033756614,-0.10954791869480011,0.04723392361494141,0.01128594596960308,0.0022181790816304843,-0.05918968821110387,-0.007567921203169662,0.0002814323886869075,-0.004420818933010444,0.24952300633829325,0.0006940115902273425,-0.001546860697410301,-0.07749706383764188,0.04361093433071647,0.07330501093477083
9,-0.5226004727906537,0.5742518143582837,-0.10081606892307347,0.2595184455449839,-0.3213190124175274,0.5156183629065183,-0.11814848011982133,-0.6663664015887204,0.008172145202395458,0.001715215774010168,0.0019624799958700163,0.26846263856526553,-0.015284285764999017,-0.46118651927558163,0.0024040921682032235,0.35980146255418816,0.3187310263326715,-0.11159669822171765,0.001640561230042371,-0.07095761591229659,-0.0502377548959467
10,0.08692511557503721,-0.40872054633321425,-0.7680812989852267,-0.2905850365610445,0.13639222017304295,0.19175479779872617,0.04776867209875695,0.0072346747858621635,-0.5059953258427307,0.39515462887159686,-0.1524783759757215,0.003358297553123153,-0.00734153602070289,0.002602933766286816,0.005047081683152212,0.36505780477410277,-0.20939810862468716,-0.18535280219963224,0.020173240173737138,0.05863597994108914,0.14621836088026363
11,0.3351204362890816,0.08427751412002028,-0.4036665730853914,-0.004181811531549074,0.21736278151489796,0.0034618757497014954,0.009126389391849652,0.00203035663411603,0.41402341047544683,-0.7847541160626044,0.7132106746052514,0.10960776980808104,0.3747103564482638,-0.48783503133884765,0.16007923847647962,0.0034851937090483783,-0.06745744366467625,-0.015356199237326581,-0.22230334222514497,0.22040857530653882,-0.3967339808597959
12,0.17764827391586085,-0.1306550200075214,-0.3621105558597692,0.43177526506098446,0.008802478152748462,0.015828627651866663,-0.00029907344535858504,0.00031424077731450576,-0.13175758328442247,0.7372165938451238,-0.9392159941333705,0.09774448668724173,-0.05045789976448272,-0.15505620185347574,0.8708469600986605,0.29252102514816025,0.0006626794394906281,-0.06377470195377374,0.1712063043956435,0.45023903292744494,-0.2869809030869054
13,0.4522661906807056,0.12422565084102564,-0.42624700846781927,-0.22092773136783495,0.05732530719261834,-0.048715372549775204,-0.043220460613118766,0.3202648247770438,0.002410041147492367,0.10569311284941714,0.09392111197463122,-1.2018447485368793,-0.1362781924998494,0.581271182784077,0.29694997030632403,0.23705598262990346,0.03228146884932933,-0.019669026454074815,0.0010904284939294378,0.18142536903659143,0.2829375657227909
14,-0.13497801426972014,-1.0907448869387657,-0.8019030051767522,0.20164728690230768,-0.02108629394043904,-0.18491636814535886,0.0008801103988700099,-0.03555952047412905,-0.013564335656538763,0.29721963907446447,-0.05584723829186869,-0.1405435611457501,-0.5709483519139736,0.1078625288074119,0.005141940143514329,-0.007561708969087116,1.3833093868810975,-0.3273194033978658,-0.11499054277564809,0.002134737937642932,-0.3870637085008822
