,TP53 (M),KRAS (M),EGFR (M),STK11 (M),KEAP1 (M),RBM10 (M),SMARCA4 (M),ATM (M),NF1 (M),PTPRD (M),PTPRT (M),ARID1A (M),BRAF (M),PIK3CA (M),EPHA3 (M),FAT1 (M),SETD2 (M),RB1 (M),MET (M),KMT2C (M),Seeding
0,0.010577221301876962,1.6000186645211343,2.679958158503948,0.6037030042039663,0.04343758309551507,0.4860617161543136,-0.008427324375794727,0.0005531485149250562,0.596599211011286,0.0011488918966866871,-0.000786556246039795,-0.0005085502666913004,0.958429979155193,0.15646792007421947,0.02415987872592177,0.0002402182575917705,0.4675619846155167,-0.0008902132588425261,2.3608082685525544,-0.00011631377792970039,2.348211073716867
1,0.0015334342204655093,-0.044696518090477054,0.6443976003501231,-7.920838248169561e-05,0.02476911279291225,-0.0023522004399198337,0.0015272113881067148,-0.0006762051117200317,-0.002135323577042049,0.0003179755638024035,0.0009481198411273634,0.0005015592585794036,-0.0015480471674469384,-0.0006564092119158005,-0.0004797453936065647,-0.005239670940603734,0.0005927914617071032,0.00031348193456304257,-0.04389702343221096,0.000254181487192523,2.846853177583694
2,1.8268748887066877,-0.49553997586885523,0.6101845431608688,-0.852241200550476,-0.18933469677857068,-0.6155429988916543,-0.11388352149120211,-0.8424418627315486,0.006154001343978103,0.11141050120877914,0.0004630459925412788,0.11914250299601685,-0.1647002946684348,-0.19470982149414037,-0.0005461282933111452,0.09171147668287676,-0.4839202229213868,0.7207680905685753,-0.25286952468749685,0.002609670739836932,0.16115733656581677
3,-1.0619432479320823,1.694447501736346,-2.8343398762124674,0.2587386168157323,-0.08744277064948087,0.1692847125341815,-0.07913875092945981,0.42036326267712276,-0.6625509472697767,0.0006881623982947086,-0.3085977421147966,0.0002264531879104971,-1.1562585560788115,-0.0017420444905655056,-0.1522838404141376,-0.001002001037977433,-0.29562955053730916,-0.31175871380949743,-1.1817606060035841,-0.001358249671209153,-0.22932653500497702
4,-0.04190599517765349,-3.3075751409456036,1.503181156020887,-1.7508967034757161,-1.6629806987489153,0.6481931185935456,-0.20492793980451618,-0.19293323744343158,-1.4089024648514676,-0.755740377609817,-0.6132795469966353,-0.689478474047958,-1.522142420070642,0.3795329688755927,-0.8429987711416784,-0.739089210894615,-0.6445517323073918,0.2396877531212418,-0.998884260031943,-0.11808737588631293,-0.07968721619545355
5,-0.9781300177950468,0.2753647471253168,-1.5412817464519701,0.4414953649320875,1.2269001690238335,-0.12055591487519117,0.4949253712858801,0.007702938856386178,-0.3591516383508765,0.0005412761886520326,0.1098964575131462,-0.19469718289211063,0.00372182723549829,-0.7105852123900593,-0.0022742975609579773,-0.012088432832621595,-0.39700812319222,-0.24296340121978352,-0.6430337765955325,0.0013208555339080615,-0.23363508892145027
6,-0.22367220924633982,-0.051887907557549434,-1.4405338127591552,1.8092491077968658,-0.24876956525365582,-0.2236218035469309,0.5960424840942107,-0.32215622418714934,0.004930336677891115,0.0031384179954567198,-7.869804900067641e-05,0.0013001993886299916,-0.0013759363216123612,-0.00990004595020238,-0.0038991739600118965,0.007718622190120659,-0.0010014085586775104,-0.02708881222844521,-0.44031804147609943,0.002064596398061059,0.15679400914059002
7,-0.8517479817744599,0.1913223577975322,0.5160892776039431,-0.1529707591016187,-0.25468023645218013,0.2108394618849439,-0.0008636626368230013,0.30630323238612545,0.05238689108546606,-0.00018318844635605382,0.00086718535374978,-0.0007448000542955547,-0.07094764542482343,-0.003110627301707894,-0.006723275820298512,-0.15866602474681837,0.12267795779578808,-0.00149405983674907,0.0008082318947305158,-0.30335021979268156,-0.32018090415754513
8,-0.16385764204349001,-0.07894457846049338,-0.16945183938235117,0.6996253194375791,0.8005685721742474,-4.3158253848648654e-05,-0.8309115763425121,0.002484555865315767,0.002659428241803775,0.0003014537740969477,0.0012469476232548498,-0.0008269477709792591,-0.0004039181273419942,0.00042575308338630444,-0.00015923353086806646,0.02041313203470199,0.0002483100400582872,3.3459911547588394e-05,-0.0007900190674680128,0.0024047217604782644,0.2389003367056676
9,-0.7410115988957898,0.5172122948038346,-0.15518947464142296,0.006411503244518925,-0.2578001154814647,0.3332315452603368,-0.0008158183543689841,-0.61688489712971,0.0007084256865083448,-0.0005896961638131415,0.0004027106368197816,0.01148863913780971,0.0001505463945131202,-0.20045147052125972,-0.00036107993490811527,0.03072881345854426,0.002727868416313512,-0.0021753902557550475,0.0003944933973685491,-0.00201979295990746,0.10332569998551862
