,TP53 (M),KRAS (M),EGFR (M),STK11 (M),KEAP1 (M),RBM10 (M),SMARCA4 (M),ATM (M),NF1 (M),PTPRD (M),PTPRT (M),ARID1A (M),BRAF (M),PIK3CA (M),EPHA3 (M),FAT1 (M),SETD2 (M),RB1 (M),MET (M),KMT2C (M),Seeding
10,0.0060854296195284405,-0.4798963198273441,-0.9171290047884912,-0.3014132459698009,0.003992834275306376,0.043236760253873685,0.0025457230283464517,-1.7869522344313095e-05,-0.5141143344109494,0.17333997350126584,-0.0016586244618314219,0.0009735546171743727,-0.0009269364991953894,0.0013318260956705012,-0.0007429354549591118,0.13965356462572154,-0.0159245761339091,-0.005920213455969736,-0.0005842464726889252,0.0008085626053867212,0.0884338541376233
11,0.16828155670199194,0.001404261324022668,-0.5721205699944392,0.00019182611730618053,0.0042476777538583916,0.0006510181077053087,0.001383384567548488,0.00015427989694660342,0.20350495335005983,-0.7798761365813093,0.6204686139465927,0.0032638547575623324,0.011138945212563253,-0.1797697298853701,0.0009909180618207277,0.00039031394537440505,-0.00296549832659617,-0.000988778323785269,-0.0008759144809551817,0.01889470297565739,-0.012943922856886354
12,0.0033228380549065665,-0.20777580090692516,-0.4569666720384346,0.1283433859689801,0.0007792409670287078,0.0007439308938531326,0.00020378300525869487,-8.271145031429412e-05,-0.0015756677287708863,0.5903811239222418,-0.9308978050385345,0.002169684347080595,0.0004751513719319511,-0.0033381424800183134,0.7876328433416372,0.1353141401577437,-2.7600108308968585e-05,-0.0014507334812216039,0.007328495080531438,0.1894205049613402,-0.020351780663335615
13,0.1836894967303799,0.0014041233165055576,-0.5059461791912622,-0.17148431791662322,-0.00021771911067611184,-0.0008900282797137085,-0.0013066460998220576,0.012847946103254685,0.0006868759402794934,0.003406364421297608,0.0019768000334470246,-1.0941205948795978,-0.0022271261636321194,0.2619622316864426,0.04467813069844997,0.013147694397763636,0.000629842191982649,-0.0028732488623296974,0.0004635810700606189,0.003614858080347992,0.3182802726732806
14,-0.2087007877592278,-1.1526893930483038,-1.012834391586639,0.002741916685992775,-0.0015513168165275674,-0.06558142693729992,9.627091396272513e-05,-0.0007463881819738265,-0.0010611951623179352,0.009722022437439123,0.0004990466576177469,-0.002353704255737125,-0.638479483897372,0.002585550043892614,0.0008671861500230795,-0.0015342219281334576,1.016695536282205,-0.031560000586280716,-0.0003321505049398922,0.00038304739292235494,-0.020789878106698925
15,-0.15102737014627288,-0.0020104452914690126,0.5125699997704295,-0.7006725317696967,-0.011152441259623704,-0.0026487782038555627,-9.389840323593729e-05,-0.1985975177298526,0.00010274206511757351,-0.1884220945142289,-0.0041643264283997014,0.22287312211604102,0.0037911739786346526,-0.7928322211784448,-0.002025560932718328,-0.0015467222705578458,0.0033825003875121965,0.22976428559737125,-0.00017304119163155836,0.22134679573604962,-0.013500903290672703
16,-1.314926480746638e-05,-0.1225523816849274,-0.5500656499751536,-0.0028574141323781553,-0.0038732537426974284,-0.00586826013515932,-0.0005723173405349934,-0.0007881176238286397,0.0006275458174350663,0.0005792916759851515,0.7641357962741785,0.03862068542204925,-0.0009493503084149239,-0.0014866589594952893,-0.8263948159554155,0.025766296265621946,-0.0025326880172054124,0.0008610906530229955,0.18496322619590042,0.09399107378865666,-0.37606070639372746
17,0.1547254106854607,-2.5261210000865602e-05,-0.4757819500841098,-0.008357800908374,0.008199494439182976,-0.14825394159355096,0.01811023894292382,0.028582036082737284,0.16572920307196662,0.0007501272813854029,0.14113517627795566,0.012981851303624854,-0.001328561800760663,0.0015324316913014413,0.029028033890918077,-0.9958864233284185,-0.0015181187952203116,0.017457648582296106,0.0005969219990011078,0.000702100426856425,-0.047077799310571475
18,-0.5618057242022158,-0.22981071514267368,-0.4376900391278615,-0.4152004113062215,-0.0015674266466774226,0.12372736080255015,-0.0003500228080317941,0.002815639370885487,-0.015074037186948592,-0.0032575003276975613,-0.0008543684119243179,0.0010331621431867491,1.05999752641734,0.0034635376706038936,-0.0030679175973684796,0.0005332702498676895,-0.7720381213223235,-0.003339544638443993,-0.009364954591090737,0.1416215739278439,0.00916660523168443
19,0.8313941647380233,-0.36696582959148877,0.5628412005442494,-0.28780610821461455,-0.033352463488068404,-0.0012887714414569172,-0.00022088977062400677,-0.0025903132637017886,-0.005589204407573583,-0.0007592307924937669,-0.0011937888669410431,0.001042583400937597,-0.03489542800671062,0.206339899598129,0.0005045123107088993,0.017737569925026314,-0.003620913711040775,-1.5202771227251333,-0.0008247495459587715,-0.00020248728407185328,0.03108867281986734
20,-0.32194871778833134,-1.2050618887819935,-0.8651334455261118,-0.7735303010743081,-0.5232284746534892,-0.0004426264656593107,-0.0005619141261276534,-0.00037646302593288497,0.0004302092634325431,-0.0012879910319104687,0.00913889129730696,-0.0003204952002274239,-0.0005972498961041408,0.0005874641241886317,0.24523734766775293,0.0005528981186283875,-0.011303674477919945,-0.00032752611844038323,-0.6267522577097151,0.00042891050131669254,-0.011088877026516682
21,0.0006318620864555625,-0.0011979494506992859,-0.0674077692619145,0.0008821404523370441,0.0023531804292221056,-0.24805558651863555,0.002569379092567417,-0.002303186600689647,0.0011867032186723095,0.020975311512432565,0.18480865824666048,0.0033657077838563036,0.0008162984097978731,0.26584282349539745,0.09798958499771031,0.0001690296427675097,0.16356596881064195,0.00019839974740251237,0.00019221243565859547,-1.1838787792442014,-0.0023013537312043145
22,0.44989442080203984,0.4653166686067265,1.6025193972984766,0.37099808896474634,0.3638528445105324,-0.13528155148958915,0.3783457448680198,0.14625119230348876,0.08130000239190872,-0.010693311341590458,-0.028261286748371417,0.18533280872073132,0.3934528898653566,-0.018108762441048386,-0.41587964921445897,-0.08368843109289335,0.012864394575094648,0.03642753366925015,1.3404217082981316,-0.000953107650438656,1.2796744479977893
