,KRAS (M),TP53 (M),SMAD4/18q (Del),MYC/8q (Amp),TP53/17p (Del),SMAD4 (M),KRAS/12p (Amp),SETD2/3p (Del),MEN1/11q (Del),RNF43 (M),MEN1 (M),GNAS (M),DAXX (M),KMT2C (M),ATM (M),RBM10 (M),BRCA2 (M),ATRX (M),PIK3CA (M),SETD2 (M),TGFBR1 (M),RB1 (M),SMARCA4 (M),SMAD3 (M),MAP2K4 (M),TSC2 (M),BCOR (M),STK11 (M),U2AF1 (M),SF3B1 (M),PTPRT (M),Seeding
0,0.34196350192772157,1.3656380570859181,0.05959173998113554,0.48594475070451704,-0.7417502465413982,0.7047007188518722,0.02863248334582222,0.7032087565603056,1.450995933349921,0.5073367440943626,0.034144132684722946,1.2497482791392376,-0.013339485260568098,-0.010419896646591839,0.0006036980118379494,0.0010515555406109376,3.9595886800472156e-05,0.07917136404091282,-0.000248293088910791,-0.023830494210420952,0.005204603973919666,0.004607331527121477,-0.00037446724800341605,-0.0010856638090711414,0.0010827242919222075,-0.001553255536164602,0.0004738700253945896,-0.0033413733326158636,0.001834770819500868,-0.002496200141850749,0.559378632360493,1.1921174568151662
1,0.11366603206093541,0.025735148597673906,0.00046763049808234004,0.0005726975157892619,0.0002783475735700508,0.0012404515004793715,0.000584801321948232,0.0007769135077968467,0.00044645185199359335,2.014826038278521e-07,0.00020742501974088838,0.0004995102967676729,-0.00012117790365859582,1.5093171023744035e-05,0.0004860231167965,0.0,0.00040927038049902166,0.0003474835650492807,0.0,0.000467365893310309,0.0,-1.6169546142083855e-05,0.0,0.0001258285178025456,0.00024176992231738113,0.0011996533127082848,0.0,0.0001600079921522241,-0.0001924802766351586,5.767147624124792e-06,0.00026892591810413063,1.7790868521094656
2,2.500900799953467,-0.046514124863237964,0.04876517653243561,-0.00026291370872062736,0.00827065228347297,-0.0009747306045563781,-1.1357886396065278,-0.6481950116520975,-0.9549830137144754,-0.0011375426191986865,-2.1109654834017557,-0.0025610139755225317,-1.18636653435251,-0.0028090276554239915,8.252833828631867e-05,0.0020830392291982802,-0.0023758366918076317,-0.5203271263825513,0.00022261907196954606,-0.0014898787176618015,-4.976097040634386e-06,-0.001715034094488172,-0.00022788254841709328,-0.0014108777356309072,-0.43272205185758117,-0.0027452489572216215,-0.0008786398629252661,0.0046800069302612,0.0005391844107103354,0.00015892492447739021,-1.145476603342843,-0.005301708949206017
3,2.25502570646319,-0.2813035738403324,-0.02012097145672442,0.04178110406119377,0.08752866809373563,-0.030392546780073856,-0.006832592565694597,-0.006465425774937117,0.011642437673577167,-0.0050338850986998696,-0.8965654712238353,-0.7513851751377678,0.010098261249226439,0.00183034532513932,-0.1935126943369507,-0.002870904765983669,-0.0018892960149455278,-0.00044606564950417916,-0.004161877430021532,-1.9083842177386185e-05,-1.0789333769046943,0.0014655900538295239,-0.0008205037463120327,-0.0006266699352231878,0.0007426030136889865,5.604112016766499e-05,-0.0003091166482581972,-0.002115137803871065,0.0016935388596273047,-0.0017367455461716485,0.004206843654671419,0.0001154346767661005
4,0.03725706516194778,0.013415927099796204,0.3791038739205651,0.14224983587341516,0.7753105592894775,0.4557704707317984,0.0014364323532818524,0.5392995321896764,0.0012250427377461341,-0.0039812542429482215,-1.124585348857979,-0.0015253095508008933,-0.0034144360847611814,-0.001525188275648646,0.003356883003158909,0.0002826267496303566,6.680006785674271e-05,-0.001677413675225517,-0.026598627139044536,-0.34744367328759634,-0.0003902490847996565,-0.0006518888486115293,-0.00041279078004087435,-7.035513587805992e-05,0.0006012943297744169,-0.00041968511693935153,0.000433108234842454,-0.0008092421898730478,-0.0004209945802435358,0.001018951337775943,0.0050478411017040705,-0.0009158706732222528
5,0.4125034613868803,0.002981713926124461,0.8025309560831322,-0.526820898265789,-0.0002614976084769619,0.008489498416793447,0.2387211830786254,0.0006654332434348272,-0.22153393477687505,-0.0008994835729829328,-0.49369273595164054,-0.0007897488901440635,-0.0013294704874431337,-0.0007105725461428361,-0.002721046981419547,-0.0009155023904484219,0.0007813552021063696,-0.0006860033761989092,-0.0016459278274919766,-0.00043847426330258005,0.00383551879357363,0.0006903993254410793,-0.0006408493041388134,-0.0007577543614013051,-0.00025657472034758727,-0.0006453523366067698,-0.0003896022146466871,-0.0005832977984135006,-0.0006019036106784171,-0.0003641077069874646,-0.002770416885251799,-0.0006106690426226523
6,0.21158187834736633,0.36663477054410043,2.4634710422822357,0.014947527968020992,-1.0973422969524513,0.0019153099066314223,0.0015120549418210835,-0.01122146468616404,-0.0003472827219852354,-0.000122596963880214,0.00024883770642431533,-4.789760598946074e-05,-0.0009974024461685493,0.0001341168332836142,-0.0008909055826831464,-0.003960760433250155,-0.00010504141505363561,-0.0004763135940263091,0.0013834929615712608,0.000730080468922075,0.0010744922050384595,0.0006314101951359897,0.00019901270439882102,-0.0005010582540406012,0.0015248396043628688,3.376241822716401e-05,-0.0011599855935449845,0.005124023580947481,-0.00025618229738720143,-0.0005832362587127825,0.0002938553909195041,-0.0004247620289602273
7,1.1009819780801997,0.009684215412985676,0.41107425481095244,0.0041773228668925575,-0.0013149180481964316,-0.8438861152649083,-0.13481042046608138,2.26232631628763e-05,-0.03057336147311029,0.000280048768047878,-0.45129564252543664,-0.0008334400170116928,-0.0007409912088389777,-0.000337091430496921,0.00017710246922854285,0.001234022474373691,0.00020585082345842373,-0.003885766166254823,-0.0007057940763441925,0.005981219240468184,0.0006532377626697866,-0.002630341473761955,0.00012510802376427055,0.0008073190949962596,-0.00017099404811709272,6.481167631960168e-05,2.5844825199930786e-05,-0.001250403499370601,0.0007383571354568621,0.00045807737758019984,-0.001874242042184954,-0.02885682850894698
8,-0.5868003922173802,-0.007860268215488337,0.08323578059371875,0.47622197975237945,0.00420960922380434,-0.02029341420284559,-0.39847610462692595,-0.0002921862056748231,-0.0024335808005875193,-0.0014739820357111454,0.0010402083176163756,-0.0009351758461169635,0.006356831978988621,-0.0005524705170575937,-0.0004868787626874103,-0.0005887750677004745,0.000228544509405804,0.002659955093212243,-0.0006894267272490364,-0.0008753801205097652,0.0023188216495622655,-0.0008842402211807189,-0.00025352051841190924,-0.0006476874936870906,-0.0004101882071033095,0.0006402615685468292,-0.0002432345947097684,-0.0006329703002363548,-0.0003463946289053967,-0.00020455197525338876,-0.0011391149052499192,-0.0045174063904760385
9,-0.7199788894554384,0.0014688829515227683,1.7497111110345653,0.0003795595245932397,0.3836198499477301,-0.0003800969893614132,0.0003107206173668492,-1.0474024516891076,0.9726486691737661,-0.0011186455965545954,0.4351672399488781,-0.0007706030391975429,0.002400864979746261,-0.0021833457931545648,0.0005839847184750753,-0.0020429678515972074,-0.0004009150350180369,0.002041308698784256,-0.0010997923943070066,-0.0019325163723624317,-0.0004955644606600741,-0.001010489800135121,-0.0003628584137528181,-0.0005235298167572991,-0.0011801200405110199,0.00040253592876692685,0.00013795061279710355,-0.000918812343221629,-0.00020985411130969937,0.0001866094366394558,-0.001325923458037354,0.0014227006018934318
