,TP53 (M),TERT/5p (Amp),MCL1/1q (Amp),KRAS (M),CDKN2A/9p (Del),EGFR/7p (Amp),EGFR (M),RB1/13q (Del),TP53/17p (Del),STK11/19p (Del),STK11 (M),KRAS/12p (Amp),KEAP1 (M),RBM10 (M),SMARCA4 (M),ATM (M),NF1 (M),PTPRD (M),PTPRT (M),ARID1A (M),BRAF (M),PIK3CA (M),EPHA3 (M),FAT1 (M),SETD2 (M),RB1 (M),MET (M),KMT2C (M),Seeding
0,0.019549041991551466,1.0128660694310565,0.6691988884171624,0.8794760362763522,0.6066440462868051,0.24634685376341303,1.4713462678641938,0.007329036301942822,2.013553867027896,-0.005568163879831032,0.2871820090613205,0.10198844177376334,0.13911625789202953,0.5740372131864624,-0.21528722651547294,-0.027904012553474425,0.4833132391493238,0.06502798460864864,-0.004694552593777814,-0.04482153599822566,0.9722086110403722,0.3651941337917106,0.031627524744815165,-0.005399751031816854,0.5429925674278009,-0.3138896211512617,2.3813734622409024,-0.002094700425586727,1.2625100274787733
1,-0.0079888018552703,0.5193994944135452,0.493647332920949,-0.08367383908627227,0.4639575631408303,0.30647625621752755,0.7610422737851797,0.5985410613857973,1.0708792793131399,0.8247672023576476,-0.0035216383764727064,0.46089673124911373,0.14538654004730098,-0.06777960901916394,-0.015210853750098641,-0.06149686524266212,-0.22283440342952954,-0.026690182978644155,-0.07309781837632139,0.18346111661213738,0.016220663533144854,-0.024225388990194094,-0.0006737695864759436,-0.014655230042441554,-0.010135590762934311,-0.1567497114627901,0.15575722817834592,-0.005469866233621647,1.3454161788472567
2,1.572599191174708,-0.5743199739801368,-0.8377884044674788,-0.22973125461608632,-1.111923488832478,0.38729930163233794,0.7748973005572306,-0.36911184698244975,0.043561727677345924,-0.7372599438376873,-1.1429349012220784,0.05111386913477835,0.2258375600821762,-0.29390433183024617,-0.10844693869680236,-1.3416281920004942,0.20524305577899513,0.2809000570926355,0.3046028651421883,0.17385090565503486,-0.0179858477370339,-0.5034529709942257,0.14024903970642075,0.1996309320700236,-0.4337834328912881,0.8008084955644337,-0.27854574718577774,0.13163398788633715,0.045184755488836034
3,0.44035121188298165,0.05667870133046339,1.0765907397146142,-0.21425497443900302,0.3901990050134175,1.5137395278537715,0.5796218270308118,0.32467439568673445,-0.35342589228230603,0.3164711667848146,-0.11553807497832186,0.7503944254849763,-0.33578020803961833,-0.0996097989273895,-0.39575524254598826,-0.01035527376446811,0.21181445488457815,0.08091656509361872,0.14435573965885062,-0.07067978910435074,0.4593156656064984,0.020092878434222326,0.01914154308480624,0.2124787919246798,-0.11909083698890538,0.43045945938991015,0.12002596421401707,0.04492344468790557,-0.04491587516184894
4,-0.04665788591039409,0.7544076861387238,0.12302397864290325,0.17167977558880126,0.1662072856786473,0.9675478877270945,0.9430060254578293,1.1157180011455334,-0.2578410167914369,0.6853608392770055,0.6731524352330291,0.417725207768572,0.5168379799804457,-0.28763606879654646,0.05982358105864317,0.16739349823597321,-0.12740099760576334,0.1074818858728483,0.37064024804777723,-0.08493966870054978,0.3103313811314164,0.001491975739187147,-0.03320838490833075,-0.14895798433398616,-0.22327736083975003,0.38249235082675725,-0.42337915975999285,-0.1357432060739462,-0.035682003378984396
5,-2.0138860478173584,-1.6692067877338608,-0.39629495956365274,1.963843319062993,-0.03189061370698148,-0.8812150257571454,-3.7313565211186894,-0.5671414783120863,-0.3900123942965289,-0.21577157802455713,0.243350885612706,0.22973170230571782,-0.34676574861787335,0.18126411555503227,-0.40837042340650226,0.62922797308095,-0.8736111701049966,0.03238949506069747,-0.48258461664799623,-0.020476134273732304,-1.4854650227974082,0.0119972726957103,-0.10738623487272035,-0.008427530435165467,-0.7915047431774628,-0.3548647354578524,-1.8064681579828652,-0.023316104825216802,-0.8432799738942537
6,0.18893046454761844,0.8040657514819323,0.39759316397817385,-0.029721662743581765,-0.08252413214704947,0.7573705300605249,1.0397668337349546,-0.6865683149386784,-0.3956104170320164,1.8770995037214306,0.30405461962728897,0.4468271314295093,0.14251950830022234,0.22303696711018264,0.10717233039930045,-0.014699896597376652,-0.022708296825316953,-0.14303079144061112,0.05742418621345409,0.11474877527248577,-0.035863944369014474,0.04667409643817358,0.02685718916479746,-0.28141120870081665,-0.17621006650053056,-0.9215909035581908,0.2005768548936696,0.09452208073029693,0.0430988530315952
7,0.5232530992819544,0.15773278859780296,1.0685044494622034,-0.28215916982240385,0.678472465082071,-0.3803335579429748,1.8558310617055755,0.9940377636158809,0.2560840413054133,-1.0543215216493718,-0.05726019169766106,0.32889864160078885,-0.22300686846315143,-0.05149461171059242,-0.0854182245899346,0.028164814630873777,0.090258869057229,-0.037994907542249066,-0.044595264054151304,-0.04814705682945612,0.022680138245267257,-0.15661578828191783,-0.028688704634314513,0.00024476400779326404,-0.16061002063941313,0.14185220967572673,0.5125508113759054,0.026399595871321877,0.273581299774149
8,-0.5152871778657777,-1.118005586181587,-0.4719013403295275,-3.7656026089366756,-0.7856963479956024,-0.3559325773638718,1.7984560094910333,-0.2787883428275696,0.11925841555115275,0.19379731518069856,-2.2130618584319803,-0.04986710708556377,-1.8966269122782882,0.6547998704615717,-0.5368462086078334,-0.140652642265288,-1.6874702536618749,-0.7990973819043359,-0.5946683921779256,-0.9020615709436149,-2.126457027657543,0.5245847328766747,-0.9088924024410733,-0.8013846535604423,-1.0373747552627932,0.16260544112672862,-2.1282943123316187,-0.32466404283005845,-0.6460669676640584
9,0.6788146954825035,0.8799507956169945,-0.06142850843572147,-0.01899584441684261,2.5573638028667967,0.4014129189986345,1.1931736003226405,-1.3950959680901134,-0.5735727821207843,0.6384292479496644,-0.07714385554592124,0.4251626200367261,-0.13258346044978583,-0.15760793766859454,-0.16816302257410343,0.48829601772352726,0.14208526039641992,0.14786563314575274,-0.062206899436356496,-0.24205695242667283,0.4116651489051194,-0.19392005789853928,0.22842831736932606,0.01737546229868085,0.08243666489699009,0.5964272703115793,0.17571381672405764,0.0833606082175703,-0.20267760648647332
10,0.09050795283875135,1.1777433745090375,0.8375179310971274,0.05026798085478785,2.1231049735024885,0.6185247186881679,0.6007702868956538,2.396900836923711,-1.9500262766895324,-0.18192290598894695,-0.18600810138069465,-0.005200400102697381,-0.17583501148959294,-0.013732556601703994,0.009565753084618501,0.36498812475277526,-0.04204287252836643,0.01857492109388486,-0.07675423543604301,-0.1372214302461036,0.298654580989051,-0.001450501355044149,-0.10358550005226526,-0.03691231291620449,0.5811183131603785,0.36572128464578524,0.06115095917774847,0.0018153067799381978,0.1296305540721817
11,0.3599492167823332,0.3165938844427835,0.45550343842311525,-0.14222509560574284,0.7468675281892431,0.6682138783460302,0.8060040494160537,1.589823617950333,2.6102978874467957,-1.211798749347974,1.0794564433980682,0.18277944675968358,1.0374668063488037,-0.26299237720983215,0.47389357040172964,0.19619389741830118,-0.06733816429733147,-0.12923273599240542,0.059107689486512016,-0.1247465119751772,-0.026357514409786,-0.12536913647248646,-0.004848347109062485,-0.026694798143366283,0.0002759698188486803,0.14346241819370734,0.5617386491150891,-0.008725426865002286,-0.4974420318567699
12,-0.545528322849546,-0.07246308872941752,0.053904659028252463,0.01258564529751302,-0.39204073217480395,-0.07640020646152196,-2.1706486209595455,-0.22308044603307609,-0.1294956695838411,1.4848968933603817,0.4154122994850286,0.07410334794158775,0.059994421317881186,-0.15036010706871722,0.4672567900111719,0.08178241160345588,-0.4413549774125068,0.035335667097692175,0.27177415389353193,-0.4139769135014555,0.15408416622235324,-1.0007199010375207,-0.0031118035985987485,-0.23909124197446166,-0.6208755701546168,-0.5318417973339851,-1.1768975458148905,-0.005269178016610865,-0.7526024967716426
13,0.04759893037502383,0.5207851587010192,0.6642103767174058,0.6586950484518034,0.8904605357286247,1.378869741761202,-0.003974905132927576,0.0435801866325673,-0.0028820622228467032,0.2806621763204458,0.18033128504758336,-1.2661295598583484,-0.00941533102485789,-0.1008268116953132,0.022600795179259444,0.23016401482191734,-0.42722898405101994,0.00042480769874762413,0.0025118686379231427,0.12248464664446287,-0.2336870686522434,-0.13699536130300694,-0.03410239736906469,0.20412551121923714,-0.2559676489102298,-0.4005219642491681,0.22601979680800058,0.00010266240332511929,0.4331042335343994
14,-0.10065423669311939,-0.2620432943798448,0.8513112571033846,-0.2122058200255092,0.22124961418181457,-0.2770721911151507,-1.804032982351957,0.12913922151664012,0.009941579795402987,0.6731101817421085,2.042738800740926,-0.016115093473364008,-0.7125364873380402,-0.14043500367464476,0.6066429893835652,-0.8696846035767906,0.150240046253685,-0.04097249096501462,-0.42546741290161344,0.09314259956582845,-0.04357777247748801,-0.009493826941839716,-0.2972336305537091,0.18110884336485472,0.007183625754551602,-0.18668583761737842,-0.7943945796753904,0.2606048742808,-0.07469009265194333
15,-1.0944877766407097,0.05275920882225091,-0.13699380672810424,0.1882235987231521,0.02719780281898113,-0.1742794333857601,0.5581719384251184,-0.2642540069942033,-0.0038212780170398713,-0.05984937468387193,-0.16539803106486822,-0.10616508147479951,-0.1464414259121387,0.031068976643699963,-0.0007492020626431487,0.3645038436161364,0.6240211845701823,0.06760647973997987,0.15191558295664184,-0.003950823248624589,-0.16553576363716488,-0.0018683947092261648,-0.0061691645104797535,-0.2984665795162636,0.45656289540165407,-0.0019257530486370203,0.02980595075507022,-0.7660145543938724,-0.8216671375555374
16,-0.1852827251760845,-0.3285562110161077,0.03624120716729541,-0.33675591323485193,0.10287167595192151,-0.06876310464772412,-0.43025009898531175,-0.11576193161040772,-0.0007212816261734437,0.1659367105048166,0.909349665823385,0.008744616741714577,0.6771718182844094,-0.0005415977209873657,-0.9781405198768215,-0.1746219483251748,0.06672964037012356,0.015897698469954796,0.0002701765326323977,-0.02503343240290335,-0.0005034995790621757,0.0036111450026220927,-0.004517338918625396,0.3116498818863418,0.000237548086480971,0.0014839557138564977,-0.012899379439594613,0.11801631806997318,0.16902520187609357
17,-0.491152147831018,0.008819291691677708,0.09263423071410103,0.3434686319375859,-0.003037254022063505,0.0014687505808071437,-0.4650760450636558,0.030617204370845058,0.026002051509760354,0.15787363966007784,0.1317816263539954,0.16671003870975365,-0.16471425066000656,0.717217846540024,-0.1441387505410673,-0.959844475425637,0.021272972440501987,-0.0022810309145772944,-0.0004266093236103691,0.3138558999399545,-0.014705582342350209,-0.5953839723814589,-0.002014618662579326,0.41656676529517456,0.3981992823165753,-0.14024954232657474,-0.001289446986490836,-0.10299829635317334,-0.10822083178459403
18,0.036601278994447296,0.2177065986562324,-0.17736505827347437,-0.6695219760183397,0.008385475516846074,0.009109493526143788,-1.3894688143495162,0.06577385904080263,-0.03260606890917842,-0.07311482865619263,-0.4680908245144761,-0.40103203670413956,0.0463715345534892,0.10616071779710727,0.06839043747262864,-0.0014353339246754638,-0.5959832444552411,0.3754059136424376,-0.1055296365164089,0.005782744206343021,-0.014820370782245294,0.014208272405143782,0.03021042964470907,0.3393159169732563,-0.2976143960297106,-0.1833553340316807,-0.010481321182984638,0.09856680552002063,-0.027902416120638103
19,0.3997070745548461,0.17266897905850592,0.4618975288973359,0.051225268346781816,-0.19006193538553343,-0.0530152462361428,-0.7833893141613752,-0.013978851138874397,0.009548746578511484,-0.2477434356837791,-0.017252312369031172,-0.0019737860365927613,0.3335221906937542,0.09302839966643321,0.017265127120704236,-0.0017637124130287884,0.45881214699771466,-1.149089273248793,0.7109949006629274,0.17180368931502768,0.38389947666886837,-0.5662973459968218,0.1936007677166634,0.045632812932566956,-0.03167870442893431,-0.005835083434123967,-0.2707272205205364,0.34662238063210404,-0.4553648765557328
