,TP53 (M),TERT/5p (Amp),MCL1/1q (Amp),KRAS (M),MYC/8q (Amp),CDKN2A/9p (Del),EGFR/7p (Amp),EGFR (M),RB1/13q (Del),TP53/17p (Del),STK11/19p (Del),STK11 (M),KRAS/12p (Amp),KEAP1 (M),ARID1A/1p (Del),RBM10 (M),PIK3CA/3q (Amp),SMARCA4 (M),ATM (M),NF1 (M),PTPRD (M),PTPRT (M),ARID1A (M),PIK3CA (M),BRAF (M),SETD2 (M),EPHA3 (M),FAT1 (M),RB1 (M),MET (M),Seeding
0,0.015861461708351007,0.3774604550867741,0.34425534219840165,0.8811565049997484,0.18457520345361197,0.3149786555471746,0.24135379430469986,1.4785432578592888,-0.07100297250313305,0.6512950204746718,0.5359218625986146,0.13572687659481783,-0.0017690068735775515,0.029562151682277188,0.24929368498650714,0.6473394878304991,0.30773576009293724,-0.06330083405859094,-0.027356937076864565,0.4484539084279111,0.0026086562779593305,-0.001494993544168311,-0.011355639425711533,0.20544327812188962,1.114420236165669,0.5107597622212652,-0.0002646193605274224,0.027127200350832954,-0.2079596758595949,2.202168171757563,1.4246224109777414
1,-0.01896208481239084,0.2138790690078181,0.009782373085444895,-0.08078287843349917,0.014848832411328951,0.04004598607076638,-0.08960695737814184,1.0098714276216116,0.6200257930677867,0.5098099359214084,0.36270101895422596,0.054919574689539216,0.010159173138331671,0.0118409101344726,0.2952941361730253,0.002247569662057384,0.09540764283683097,0.012251294687407337,-0.0020158933868782425,0.12450972552811301,-0.0010348548657813058,-0.0023558338460457576,-0.0003136440756520861,-0.00011440369448800746,-0.00018011851437965497,0.1673197010981388,-0.0006787467172351127,-0.0009423536005227879,-0.058377821476191506,-0.0005134457554169432,1.9525017303709618
2,1.4470407847829554,-0.3128786385188646,-1.4519699585058055,-0.010290420131910205,-0.2624468708741351,-0.675171213554594,-0.004604975529181708,0.8705358719170463,0.0074428633430751664,-0.019434309362720194,-0.0885010592864068,-0.8482220526387166,-0.012776560875389868,-0.04345193021211149,-0.015622391952720924,-0.3412612224448682,-0.06637363342114039,0.0019824605292612816,-0.9804966984457478,0.03782860378330046,0.009655972945296142,0.2043073169350362,-0.0005936561223044886,-0.18865610019731566,-0.0019819512783238766,-0.42936768975533596,-0.0062310511952215555,-0.0003752675298528079,0.17112853543369766,-0.35308582262890026,-0.6376333800312916
3,0.24003962150211786,0.17515216068812584,0.010090351984793303,-0.0062688459534595425,1.1084585346716964,0.4238605199198326,1.3958048234880382,0.6089854810163822,0.10549947757607228,0.0033346192610773946,-0.007953247410741436,-0.04001061991598306,0.3614687439209261,-0.4084750494767007,-0.0019528787295700232,-0.00611507751918315,-0.0006722181124179331,-0.5373471798008566,0.0011167655571572772,0.16889479194785134,0.0007794010837017829,0.0034836530452930074,0.0012251137719360614,-0.0635008335017503,0.002336310250235366,-0.011312740361816214,-0.33365595185307745,0.270020370589074,0.5090541194076853,0.0017570544546191766,-0.256045592747133
4,-0.004125339871585256,0.6496375663903234,-0.14174146130779486,0.2711106287880908,1.0727837436936465,0.10301061857326854,1.1111804513681214,0.8883939201952465,0.32421459532282965,0.08161271503484722,0.0699662044828778,0.6422196830143231,0.07153183443719181,0.6878162385377777,-0.00027334676383127,-0.2937920069651848,-0.006302409913188449,0.17780857734820027,0.016071150759707376,-0.00323871800851663,0.0020506550507299404,0.4003631146389661,0.00042357183775188796,0.008918599539200241,0.07409934344595846,-0.17528659718918627,-0.062295777325561685,-0.12649725382468516,0.2220472583335844,-0.46188449352472544,-0.36398017992667114
5,-1.7034719205920923,-1.2280210882328977,-0.018734640661059388,1.7070346133508698,-0.30802366571621487,-0.04611359699261286,-0.653682083251853,-3.1213465395765274,-0.250829958293954,-0.012668222396146941,-0.11364636279407944,0.007990087197680235,-0.04674065706965477,-0.0588606468026263,-0.0013475675894001166,0.29190187230804665,-0.03604101919117106,-0.0663396604445049,0.15440713498665298,-0.5017759457358422,0.008826763674280435,-0.03227592754417672,-0.0031432850721167917,0.010023437467813302,-1.2072910623405955,-0.42312959640751124,-0.04197038054188026,-0.010590114775749261,-0.08996560027815582,-0.9372994134985942,-1.050966349363762
6,0.185556608336905,-0.05223142047947258,-0.06996366543704433,0.1365305661897413,0.2165597096204451,0.1430221842580554,0.4674559012216847,0.7307960603465907,1.0454782796577786,-0.0010409419197905698,0.008335957231825874,0.6833746821927159,0.11696308458739874,-0.11250671988513276,-0.0002928835261175772,-0.005682958501635652,0.003021906150317208,-0.5547929711296694,-0.0009029794114857124,0.011056492948792303,-0.00029916219346482094,-0.36718890224498774,0.03803491399221342,0.0011362990257802108,-0.26843784506067053,0.0019210476738945458,-0.003938116476953047,0.007902022437741891,-0.4160056113771966,-0.0001325519102619966,-0.08179896684731004
7,0.08527148167844914,0.17042024517669246,0.13213285440954592,0.007286351860232595,-0.0004063479792548617,0.0566868876595467,1.1292044655599356,1.0886756648136184,-0.2064107273741878,-0.257521941566578,1.2043094572013286,0.36136308624044466,0.005739297009330423,0.34652182221184974,0.007717090885241048,0.22257557375846715,0.015809697361864977,0.007320871012783364,0.0073912039112724835,0.01231457920388556,-0.3211615549189363,-0.0036292659954762023,0.24590058693408168,0.004763697609789016,-0.00803769269383951,0.0005125980228740354,0.0015018714289160534,-0.19104283255715584,-1.2926327491269636,0.00020366645602656495,-0.32164933233728477
8,0.6793788503045235,-0.06768555303187163,0.2522030427094576,-0.053997076161033934,1.036599389941819,-0.10093392539336422,-0.579150621953272,2.1468675760309788,0.26524071950338035,0.04196860157263224,-0.31637917282859107,-0.29295418775273996,0.3318278644504871,-0.3151399683492463,0.026945332404485406,-0.04654762175457073,-0.0033961902340773516,-0.11370904371021659,0.01383727282008617,-0.008129507619671907,-0.0005757169752289063,-0.00151983477898464,-0.0029647582661548547,-0.09253427283975389,0.005342311830598673,-0.0856318903208821,0.002779062076654322,-0.0038171698247452188,0.19054206639267116,0.3943529220550704,-0.0040647103955909515
9,-0.12498950147737917,-0.6315736774025705,-0.24388496523421702,-4.0315093155445325,0.005459830283369016,-0.5381804387792223,-0.1840067774112295,1.4389395670259093,-0.22206048868194367,-0.011574065406394773,-0.036895427219978176,-2.3704667315215118,-0.05859586615300535,-2.153380103872736,-0.07592593140147474,1.065591845677311,-0.488333669882537,-0.49135505198334956,-0.10846016218639587,-1.8922847786040864,-0.6908815870929113,-0.341255541802165,-0.6154509694130736,0.8920062715735896,-1.562031532160357,-0.8563815490276948,-1.0801491705217456,-1.1942436235971399,-0.001039180630791534,-1.6130834789710176,-1.0851055131294067
