,TP53 (M),TERT/5p (Amp),MCL1/1q (Amp),KRAS (M),EGFR (M),TP53/17p (Del),STK11/19p (Del),STK11 (M),KRAS/12p (Amp),KEAP1 (M),SMARCA4 (M),ATM (M),NF1 (M),PTPRD (M),PTPRT (M),ARID1A (M),PIK3CA (M),BRAF (M),SETD2 (M),EPHA3 (M),FAT1 (M),Seeding
0,-0.020169766628370642,0.30208743443368463,0.053156651944084754,1.6682448255296438,3.1724401940661884,-0.01482316362370927,0.18495866658951268,0.22675135121664516,0.021331664659707393,-0.0182117253219646,-0.02801269688929457,-0.01848453989493371,1.2546517990889066,-0.007191211451894436,0.03260808789766078,0.014402537323557915,0.30612343902250405,1.0651794702371462,0.7403241302562447,0.09509832805768251,-0.009438776048095109,1.6215882660456795
1,-0.13106574167612295,-0.20475105714786057,0.02160574952569328,-0.9664105954695319,0.04179171331849357,0.048575711540573996,0.6523132505682661,-0.0006190299784769142,0.14797522338400032,0.12479531564844365,0.015098134585918584,0.0028945846646328066,-0.23558310850008435,-0.245943980822987,-0.0035151532077485306,0.029946870700317305,0.001041007858830368,-0.135385499230805,0.037386728521023774,-0.02790311649266142,-0.18105327932731222,3.3362318591669546
2,1.6947205032104682,0.005978863216491001,-0.8272132603272506,-0.027819422648294248,0.27569268984909845,0.22030975957089713,-0.005837665611768794,-1.1898984302844962,-0.10689006891291092,-0.05131804690968169,-0.01596729330766481,-1.190554484332015,-0.004148296265854091,0.04263139950723298,0.04080252543147261,-0.03479914711000965,-0.03731165183804325,-0.008731223896923528,-0.49588216493581644,-0.0073222571179306,0.004294504076278483,-0.18773957224491414
3,0.24645090225862068,0.998451168394216,0.6039864712556102,-0.6025141637162792,0.1477181364406383,0.5076467727649787,-0.009639707885859331,-0.5708313025941825,0.41915607915119457,-0.9006914221127907,-0.7015814135794886,-0.046844398862803956,0.004855633735437709,-0.003304916528867532,-0.03745330406156478,-0.30268768731208856,-0.001698443119355163,0.0017115327191083857,-0.2967953684584955,-0.12105720461690538,0.0018392414578468287,0.02757489459434794
4,-0.034934644165499594,0.7314753028295832,0.598320516637121,-0.006537730302348049,0.9207741127703596,0.4123692589649868,0.1691839361401872,0.5804433319712115,0.29852913158547834,0.10899364895677334,0.031670111069020845,0.04186437266573098,-0.06251529145118236,3.284952096713504e-05,-0.0012057504010749864,-0.2349291082248065,-0.01782495775897246,-0.01844545364723279,-0.34576290902904677,-0.17311747058855526,-0.4103971387730107,-0.1682712182784096
5,-1.4190955274939459,-0.4453785595208641,0.08246787654187812,1.5441720037144877,-2.4915493523858654,-0.13471307355797024,-0.4948462494067499,0.004462059953929941,0.35744599459409043,-0.09896482182141828,0.015076657851202026,0.46563097677080134,0.0012164431671545933,0.02584527676520305,-0.13865345316957084,0.018142222751518028,0.03418411178475678,-0.980236996987146,-0.025350986517658252,-0.0009300655091202875,-0.0037693977966655524,-0.897536460152279
6,0.42587893616750044,0.3186529896843394,0.40620775288310607,-3.146339119923422,0.8513336548449205,0.219255206013541,0.16725547129106444,-2.1759898293677256,-0.1060273738827115,-2.247402710911401,-0.4474602868507632,-0.07859464994744761,-1.1680710681594573,-0.9110222360144143,-0.7182703955950047,-0.752816336712321,0.8910640560193176,-1.3866151662839379,-0.40997005960183247,-0.8920727917967821,-0.9595863196596311,-0.3121632998486908
7,-0.050263964982839617,0.20205674839413534,-0.002464920982956295,-0.24636977756668282,0.778963738991481,0.06027797977576127,1.4448462587154163,-0.5199268682552689,-0.006049042897887531,-0.8423167091741286,-0.4284099768345614,0.18567977456898857,-0.012132778658634902,-0.09915727867932121,-0.009571601378173644,-0.3994596416345484,-0.0007430916191087062,-0.0004160423995113372,0.0013792841137888368,0.009132372119920844,-0.18404416916709299,0.3398040626825558
8,0.14396944670753964,0.020547923775136166,0.6049977341240094,-0.14743110410829344,0.9164990982823898,1.7075357851619117,-0.5875204436323096,1.022200091842037,0.021009460732179613,0.6780826611055915,0.16416305246878238,0.0014143884796912114,-0.0447150112097854,-0.16223606021569847,-0.07259306954140432,-0.2167949817346676,-0.03142432516687592,-0.21765520336425226,-0.0021402159419473296,-0.0019781504001928673,-0.2039098432878135,-0.13735918647005677
9,-0.7288456538743026,-0.1321657337683259,0.06468787365830608,0.7307560647268935,-0.9366260193753271,-0.331672667661277,0.01931843703885152,0.17350876139953386,0.03155354195878798,0.8675546227225948,0.19578760261020034,0.002733944122086232,-0.1512498673021083,-0.013640750354788195,0.04352922613596355,-0.23951692817857886,-0.5866632886245042,0.1711531194449905,-0.15156572406069926,0.010881815569299897,-0.19269455906169491,-0.8937509838220158
